Key,incident_nb,DateTime_Out
Caserne 28 Grid3_2,26,2019-01-01
Caserne 28 Grid3_2,35,2020-01-01
Caserne 28 Grid3_2,23,2021-01-01
Caserne 28 Grid3_2,10,2022-01-01
Caserne 28 Grid3_3,41,2015-01-01
Caserne 28 Grid3_3,35,2016-01-01
Caserne 28 Grid3_3,32,2017-01-01
Caserne 28 Grid3_3,44,2018-01-01
Caserne 28 Grid3_3,35,2019-01-01
Caserne 28 Grid3_3,36,2020-01-01
Caserne 28 Grid3_3,32,2021-01-01
Caserne 28 Grid3_3,17,2022-01-01
Caserne 28 Grid3_4,26,2015-01-01
Caserne 28 Grid3_4,47,2016-01-01
Caserne 28 Grid3_4,43,2017-01-01
Caserne 28 Grid3_4,49,2018-01-01
Caserne 28 Grid3_4,50,2019-01-01
Caserne 28 Grid3_4,45,2020-01-01
Caserne 28 Grid3_4,68,2021-01-01
Caserne 28 Grid3_4,37,2022-01-01
Caserne 28 Grid4_0,2,2015-01-01
Caserne 28 Grid4_0,3,2016-01-01
Caserne 28 Grid4_0,5,2018-01-01
Caserne 28 Grid4_0,2,2020-01-01
Caserne 28 Grid4_0,1,2022-01-01
Caserne 28 Grid4_1,2,2015-01-01
Caserne 28 Grid4_1,4,2016-01-01
Caserne 28 Grid4_1,8,2017-01-01
Caserne 28 Grid4_1,6,2018-01-01
Caserne 28 Grid4_1,2,2019-01-01
Caserne 28 Grid4_1,3,2020-01-01
Caserne 28 Grid4_1,2,2021-01-01
Caserne 28 Grid4_1,1,2022-01-01
Caserne 28 Grid4_2,12,2015-01-01
Caserne 28 Grid4_2,25,2016-01-01
Caserne 28 Grid4_2,21,2017-01-01
Caserne 28 Grid4_2,19,2018-01-01
Caserne 28 Grid4_2,22,2019-01-01
Caserne 28 Grid4_2,20,2020-01-01
Caserne 28 Grid4_2,25,2021-01-01
Caserne 28 Grid4_2,6,2022-01-01
Caserne 28 Grid4_3,22,2015-01-01
Caserne 28 Grid4_3,21,2016-01-01
Caserne 28 Grid4_3,23,2017-01-01
Caserne 28 Grid4_3,27,2018-01-01
Caserne 28 Grid4_3,21,2019-01-01
Caserne 28 Grid4_3,32,2020-01-01
Caserne 28 Grid4_3,33,2021-01-01
Caserne 28 Grid4_3,12,2022-01-01
Caserne 28 Grid4_4,10,2015-01-01
Caserne 28 Grid4_4,1,2016-01-01
Caserne 28 Grid4_4,7,2017-01-01
Caserne 28 Grid4_4,15,2018-01-01
Caserne 28 Grid4_4,9,2019-01-01
Caserne 28 Grid4_4,11,2020-01-01
Caserne 28 Grid4_4,7,2021-01-01
Caserne 28 Grid4_4,2,2022-01-01
Caserne 28 Grid5_3,1,2015-01-01
Caserne 28 Grid5_3,1,2018-01-01
Caserne 28 Grid5_3,1,2020-01-01
Caserne 28 Grid5_3,1,2021-01-01
Caserne 29 Grid0_0,37,2015-01-01
Caserne 29 Grid0_0,26,2016-01-01
Caserne 29 Grid0_0,24,2017-01-01
Caserne 29 Grid0_0,24,2018-01-01
Caserne 29 Grid0_0,24,2019-01-01
Caserne 29 Grid0_0,21,2020-01-01
Caserne 29 Grid0_0,21,2021-01-01
Caserne 29 Grid0_0,9,2022-01-01
Caserne 29 Grid0_1,66,2015-01-01
Caserne 29 Grid0_1,74,2016-01-01
Caserne 29 Grid0_1,52,2017-01-01
Caserne 29 Grid0_1,67,2018-01-01
Caserne 29 Grid0_1,51,2019-01-01
Caserne 29 Grid0_1,62,2020-01-01
Caserne 29 Grid0_1,58,2021-01-01
Caserne 29 Grid0_1,30,2022-01-01
Caserne 29 Grid0_2,3,2021-01-01
Caserne 29 Grid1_0,43,2015-01-01
Caserne 29 Grid1_0,52,2016-01-01
Caserne 29 Grid1_0,36,2017-01-01
Caserne 29 Grid1_0,46,2018-01-01
Caserne 29 Grid1_0,47,2019-01-01
Caserne 29 Grid1_0,47,2020-01-01
Caserne 29 Grid1_0,65,2021-01-01
Caserne 29 Grid1_0,26,2022-01-01
Caserne 29 Grid1_1,88,2015-01-01
Caserne 29 Grid1_1,109,2016-01-01
Caserne 29 Grid1_1,83,2017-01-01
Caserne 29 Grid1_1,108,2018-01-01
Caserne 29 Grid1_1,110,2019-01-01
Caserne 29 Grid1_1,91,2020-01-01
Caserne 29 Grid1_1,116,2021-01-01
Caserne 29 Grid1_1,34,2022-01-01
Caserne 29 Grid1_2,1,2015-01-01
Caserne 29 Grid1_2,2,2016-01-01
Caserne 29 Grid1_2,4,2017-01-01
Caserne 29 Grid1_2,5,2018-01-01
Caserne 29 Grid1_2,4,2020-01-01
Caserne 29 Grid1_2,4,2021-01-01
Caserne 29 Grid1_2,1,2022-01-01
Caserne 29 Grid2_0,34,2015-01-01
Caserne 29 Grid2_0,35,2016-01-01
Caserne 29 Grid2_0,39,2017-01-01
Caserne 29 Grid2_0,38,2018-01-01
Caserne 29 Grid2_0,40,2019-01-01
Caserne 29 Grid2_0,19,2020-01-01
Caserne 29 Grid2_0,19,2021-01-01
Caserne 29 Grid2_0,12,2022-01-01
Caserne 29 Grid2_1,37,2015-01-01
Caserne 29 Grid2_1,36,2016-01-01
Caserne 29 Grid2_1,21,2017-01-01
Caserne 29 Grid2_1,38,2018-01-01
Caserne 29 Grid2_1,38,2019-01-01
Caserne 29 Grid2_1,26,2020-01-01
Caserne 29 Grid2_1,25,2021-01-01
Caserne 29 Grid2_1,7,2022-01-01
Caserne 29 Grid2_2,3,2015-01-01
Caserne 29 Grid2_2,11,2016-01-01
Caserne 29 Grid2_2,9,2017-01-01
Caserne 29 Grid2_2,11,2018-01-01
Caserne 29 Grid2_2,15,2019-01-01
Caserne 29 Grid2_2,1,2020-01-01
Caserne 29 Grid2_2,17,2021-01-01
Caserne 29 Grid2_2,4,2022-01-01
Caserne 30 Grid0_0,12,2015-01-01
Caserne 30 Grid0_0,8,2016-01-01
Caserne 30 Grid0_0,10,2017-01-01
Caserne 30 Grid0_0,14,2018-01-01
Caserne 30 Grid0_0,6,2019-01-01
Caserne 30 Grid0_0,7,2020-01-01
Caserne 30 Grid0_0,13,2021-01-01
Caserne 30 Grid0_0,3,2022-01-01
Caserne 30 Grid0_1,52,2015-01-01
Caserne 30 Grid0_1,51,2016-01-01
Caserne 30 Grid0_1,50,2017-01-01
Caserne 30 Grid0_1,58,2018-01-01
Caserne 30 Grid0_1,52,2019-01-01
Caserne 30 Grid0_1,41,2020-01-01
Caserne 30 Grid0_1,46,2021-01-01
Caserne 30 Grid0_1,22,2022-01-01
Caserne 30 Grid1_0,73,2015-01-01
Caserne 30 Grid1_0,78,2016-01-01
Caserne 30 Grid1_0,54,2017-01-01
Caserne 30 Grid1_0,60,2018-01-01
Caserne 30 Grid1_0,75,2019-01-01
Caserne 30 Grid1_0,72,2020-01-01
Caserne 30 Grid1_0,75,2021-01-01
Caserne 30 Grid1_0,31,2022-01-01
Caserne 30 Grid1_1,138,2015-01-01
Caserne 30 Grid1_1,129,2016-01-01
Caserne 30 Grid1_1,146,2017-01-01
Caserne 30 Grid1_1,126,2018-01-01
Caserne 30 Grid1_1,107,2019-01-01
Caserne 30 Grid1_1,131,2020-01-01
Caserne 30 Grid1_1,114,2021-01-01
Caserne 30 Grid1_1,81,2022-01-01
Caserne 30 Grid1_2,7,2015-01-01
Caserne 30 Grid1_2,6,2016-01-01
Caserne 30 Grid1_2,13,2017-01-01
Caserne 30 Grid1_2,12,2018-01-01
Caserne 30 Grid1_2,12,2019-01-01
Caserne 30 Grid1_2,11,2020-01-01
Caserne 30 Grid1_2,14,2021-01-01
Caserne 30 Grid1_2,4,2022-01-01
Caserne 30 Grid2_0,12,2015-01-01
Caserne 30 Grid2_0,7,2016-01-01
Caserne 30 Grid2_0,9,2017-01-01
Caserne 30 Grid2_0,9,2018-01-01
Caserne 30 Grid2_0,7,2019-01-01
Caserne 30 Grid2_0,7,2020-01-01
Caserne 30 Grid2_0,7,2021-01-01
Caserne 30 Grid2_0,6,2022-01-01
Caserne 30 Grid2_1,49,2015-01-01
Caserne 30 Grid2_1,41,2016-01-01
Caserne 30 Grid2_1,28,2017-01-01
Caserne 30 Grid2_1,42,2018-01-01
Caserne 30 Grid2_1,43,2019-01-01
Caserne 30 Grid2_1,40,2020-01-01
Caserne 30 Grid2_1,31,2021-01-01
Caserne 30 Grid2_1,13,2022-01-01
Caserne 30 Grid2_2,111,2015-01-01
Caserne 30 Grid2_2,99,2016-01-01
Caserne 30 Grid2_2,76,2017-01-01
Caserne 30 Grid2_2,104,2018-01-01
Caserne 30 Grid2_2,94,2019-01-01
Caserne 30 Grid2_2,103,2020-01-01
Caserne 30 Grid2_2,111,2021-01-01
Caserne 30 Grid2_2,49,2022-01-01
Caserne 30 Grid2_3,80,2015-01-01
Caserne 30 Grid2_3,98,2016-01-01
Caserne 30 Grid2_3,85,2017-01-01
Caserne 30 Grid2_3,77,2018-01-01
Caserne 30 Grid2_3,70,2019-01-01
Caserne 30 Grid2_3,53,2020-01-01
Caserne 30 Grid2_3,87,2021-01-01
Caserne 30 Grid2_3,30,2022-01-01
Caserne 30 Grid3_2,64,2015-01-01
Caserne 30 Grid3_2,74,2016-01-01
Caserne 30 Grid3_2,86,2017-01-01
Caserne 30 Grid3_2,85,2018-01-01
Caserne 30 Grid3_2,101,2019-01-01
Caserne 30 Grid3_2,58,2020-01-01
Caserne 30 Grid3_2,88,2021-01-01
Caserne 30 Grid3_2,47,2022-01-01
Caserne 30 Grid3_3,29,2015-01-01
Caserne 30 Grid3_3,42,2016-01-01
Caserne 30 Grid3_3,45,2017-01-01
Caserne 30 Grid3_3,46,2018-01-01
Caserne 30 Grid3_3,60,2019-01-01
Caserne 30 Grid3_3,43,2020-01-01
Caserne 30 Grid3_3,43,2021-01-01
Caserne 30 Grid3_3,20,2022-01-01
Caserne 31 Grid0_0,40,2015-01-01
Caserne 31 Grid0_0,58,2016-01-01
Caserne 31 Grid0_0,64,2017-01-01
Caserne 31 Grid0_0,55,2018-01-01
Caserne 31 Grid0_0,62,2019-01-01
Caserne 31 Grid0_0,61,2020-01-01
Caserne 31 Grid0_0,48,2021-01-01
Caserne 31 Grid0_0,38,2022-01-01
Caserne 31 Grid0_1,58,2015-01-01
Caserne 31 Grid0_1,81,2016-01-01
Caserne 31 Grid0_1,56,2017-01-01
Caserne 31 Grid0_1,63,2018-01-01
Caserne 31 Grid0_1,64,2019-01-01
Caserne 31 Grid0_1,51,2020-01-01
Caserne 31 Grid0_1,53,2021-01-01
Caserne 31 Grid0_1,24,2022-01-01
Caserne 31 Grid1_0,32,2015-01-01
Caserne 31 Grid1_0,33,2016-01-01
Caserne 31 Grid1_0,33,2017-01-01
Caserne 31 Grid1_0,36,2018-01-01
Caserne 31 Grid1_0,24,2019-01-01
Caserne 31 Grid1_0,29,2020-01-01
Caserne 31 Grid1_0,28,2021-01-01
Caserne 31 Grid1_0,11,2022-01-01
Caserne 31 Grid1_1,41,2015-01-01
Caserne 31 Grid1_1,52,2016-01-01
Caserne 31 Grid1_1,43,2017-01-01
Caserne 31 Grid1_1,59,2018-01-01
Caserne 31 Grid1_1,49,2019-01-01
Caserne 31 Grid1_1,54,2020-01-01
Caserne 31 Grid1_1,53,2021-01-01
Caserne 31 Grid1_1,14,2022-01-01
Caserne 31 Grid2_1,1,2015-01-01
Caserne 31 Grid2_1,1,2017-01-01
Caserne 32 Grid0_0,2,2015-01-01
Caserne 32 Grid0_0,3,2016-01-01
Caserne 32 Grid0_0,2,2017-01-01
Caserne 32 Grid0_0,4,2019-01-01
Caserne 32 Grid0_0,2,2020-01-01
Caserne 32 Grid0_0,1,2021-01-01
Caserne 32 Grid1_0,4,2015-01-01
Caserne 32 Grid1_0,10,2016-01-01
Caserne 32 Grid1_0,5,2017-01-01
Caserne 32 Grid1_0,1,2018-01-01
Caserne 32 Grid1_0,1,2019-01-01
Caserne 32 Grid1_0,4,2020-01-01
Caserne 32 Grid1_0,1,2021-01-01
Caserne 32 Grid1_0,3,2022-01-01
Caserne 32 Grid1_1,8,2015-01-01
Caserne 32 Grid1_1,12,2016-01-01
Caserne 32 Grid1_1,8,2017-01-01
Caserne 32 Grid1_1,7,2018-01-01
Caserne 32 Grid1_1,13,2019-01-01
Caserne 32 Grid1_1,7,2020-01-01
Caserne 32 Grid1_1,11,2021-01-01
Caserne 32 Grid1_1,3,2022-01-01
Caserne 32 Grid1_2,5,2015-01-01
Caserne 32 Grid1_2,3,2016-01-01
Caserne 32 Grid1_2,4,2017-01-01
Caserne 32 Grid1_2,5,2018-01-01
Caserne 32 Grid1_2,2,2019-01-01
Caserne 32 Grid1_2,7,2020-01-01
Caserne 32 Grid1_2,2,2021-01-01
Caserne 32 Grid1_2,7,2022-01-01
Caserne 32 Grid2_0,11,2015-01-01
Caserne 32 Grid2_0,6,2016-01-01
Caserne 32 Grid2_0,17,2017-01-01
Caserne 32 Grid2_0,7,2018-01-01
Caserne 32 Grid2_0,11,2019-01-01
Caserne 32 Grid2_0,16,2020-01-01
Caserne 32 Grid2_0,13,2021-01-01
Caserne 32 Grid2_0,5,2022-01-01
Caserne 32 Grid2_1,24,2015-01-01
Caserne 32 Grid2_1,13,2016-01-01
Caserne 32 Grid2_1,25,2017-01-01
Caserne 32 Grid2_1,8,2018-01-01
Caserne 32 Grid2_1,12,2019-01-01
Caserne 32 Grid2_1,22,2020-01-01
Caserne 32 Grid2_1,9,2021-01-01
Caserne 32 Grid2_1,10,2022-01-01
Caserne 32 Grid2_2,4,2015-01-01
Caserne 32 Grid2_2,2,2016-01-01
Caserne 32 Grid2_2,8,2017-01-01
Caserne 32 Grid2_2,5,2018-01-01
Caserne 32 Grid2_2,2,2020-01-01
Caserne 32 Grid2_2,9,2021-01-01
Caserne 32 Grid2_2,1,2022-01-01
Caserne 32 Grid3_0,2,2016-01-01
Caserne 32 Grid3_0,1,2017-01-01
Caserne 32 Grid3_0,3,2018-01-01
Caserne 32 Grid3_0,3,2020-01-01
Caserne 32 Grid3_0,1,2021-01-01
Caserne 32 Grid3_0,1,2022-01-01
Caserne 33 Grid0_1,6,2015-01-01
Caserne 33 Grid0_1,3,2016-01-01
Caserne 33 Grid0_1,11,2017-01-01
Caserne 33 Grid0_1,7,2018-01-01
Caserne 33 Grid0_1,6,2019-01-01
Caserne 33 Grid0_1,9,2020-01-01
Caserne 33 Grid0_1,11,2021-01-01
Caserne 33 Grid0_1,1,2022-01-01
Caserne 33 Grid0_2,18,2015-01-01
Caserne 33 Grid0_2,22,2016-01-01
Caserne 33 Grid0_2,16,2017-01-01
Caserne 33 Grid0_2,14,2018-01-01
Caserne 33 Grid0_2,14,2019-01-01
Caserne 33 Grid0_2,7,2020-01-01
Caserne 33 Grid0_2,11,2021-01-01
Caserne 33 Grid0_2,4,2022-01-01
Caserne 33 Grid0_3,4,2016-01-01
Caserne 33 Grid0_3,2,2017-01-01
Caserne 33 Grid0_3,2,2018-01-01
Caserne 33 Grid0_3,2,2019-01-01
Caserne 33 Grid0_3,1,2021-01-01
Caserne 33 Grid1_0,8,2015-01-01
Caserne 33 Grid1_0,6,2016-01-01
Caserne 33 Grid1_0,11,2017-01-01
Caserne 33 Grid1_0,4,2018-01-01
Caserne 33 Grid1_0,10,2019-01-01
Caserne 33 Grid1_0,13,2020-01-01
Caserne 33 Grid1_0,7,2021-01-01
Caserne 33 Grid1_0,4,2022-01-01
Caserne 33 Grid1_1,66,2015-01-01
Caserne 33 Grid1_1,81,2016-01-01
Caserne 33 Grid1_1,75,2017-01-01
Caserne 33 Grid1_1,79,2018-01-01
Caserne 33 Grid1_1,89,2019-01-01
Caserne 33 Grid1_1,59,2020-01-01
Caserne 33 Grid1_1,60,2021-01-01
Caserne 33 Grid1_1,29,2022-01-01
Caserne 33 Grid1_2,38,2015-01-01
Caserne 33 Grid1_2,39,2016-01-01
Caserne 33 Grid1_2,27,2017-01-01
Caserne 33 Grid1_2,35,2018-01-01
Caserne 33 Grid1_2,42,2019-01-01
Caserne 33 Grid1_2,44,2020-01-01
Caserne 33 Grid1_2,48,2021-01-01
Caserne 33 Grid1_2,21,2022-01-01
Caserne 33 Grid1_3,18,2015-01-01
Caserne 33 Grid1_3,16,2016-01-01
Caserne 33 Grid1_3,10,2017-01-01
Caserne 33 Grid1_3,2,2018-01-01
Caserne 33 Grid1_3,6,2019-01-01
Caserne 33 Grid1_3,10,2020-01-01
Caserne 33 Grid1_3,7,2021-01-01
Caserne 33 Grid1_3,3,2022-01-01
Caserne 33 Grid2_0,12,2015-01-01
Caserne 33 Grid2_0,6,2016-01-01
Caserne 33 Grid2_0,12,2017-01-01
Caserne 33 Grid2_0,22,2018-01-01
Caserne 33 Grid2_0,13,2019-01-01
Caserne 33 Grid2_0,16,2020-01-01
Caserne 33 Grid2_0,6,2021-01-01
Caserne 33 Grid2_0,5,2022-01-01
Caserne 33 Grid2_1,28,2015-01-01
Caserne 33 Grid2_1,24,2016-01-01
Caserne 33 Grid2_1,22,2017-01-01
Caserne 33 Grid2_1,14,2018-01-01
Caserne 33 Grid2_1,15,2019-01-01
Caserne 33 Grid2_1,20,2020-01-01
Caserne 33 Grid2_1,9,2021-01-01
Caserne 33 Grid2_1,3,2022-01-01
Caserne 33 Grid2_2,2,2015-01-01
Caserne 33 Grid2_2,2,2017-01-01
Caserne 33 Grid2_2,4,2019-01-01
Caserne 33 Grid2_2,1,2020-01-01
Caserne 33 Grid2_2,2,2021-01-01
Caserne 34 Grid0_0,44,2015-01-01
Caserne 34 Grid0_0,75,2016-01-01
Caserne 34 Grid0_0,63,2017-01-01
Caserne 34 Grid0_0,60,2018-01-01
Caserne 34 Grid0_0,75,2019-01-01
Caserne 34 Grid0_0,83,2020-01-01
Caserne 34 Grid0_0,71,2021-01-01
Caserne 34 Grid0_0,35,2022-01-01
Caserne 34 Grid0_1,52,2015-01-01
Caserne 34 Grid0_1,56,2016-01-01
Caserne 34 Grid0_1,62,2017-01-01
Caserne 34 Grid0_1,53,2018-01-01
Caserne 34 Grid0_1,69,2019-01-01
Caserne 34 Grid0_1,62,2020-01-01
Caserne 34 Grid0_1,67,2021-01-01
Caserne 34 Grid0_1,17,2022-01-01
Caserne 34 Grid0_2,36,2015-01-01
Caserne 34 Grid0_2,26,2016-01-01
Caserne 34 Grid0_2,25,2017-01-01
Caserne 34 Grid0_2,28,2018-01-01
Caserne 34 Grid0_2,14,2019-01-01
Caserne 34 Grid0_2,15,2020-01-01
Caserne 34 Grid0_2,22,2021-01-01
Caserne 34 Grid0_2,4,2022-01-01
Caserne 34 Grid1_0,10,2015-01-01
Caserne 34 Grid1_0,12,2016-01-01
Caserne 34 Grid1_0,4,2017-01-01
Caserne 34 Grid1_0,15,2018-01-01
Caserne 34 Grid1_0,25,2019-01-01
Caserne 34 Grid1_0,16,2020-01-01
Caserne 34 Grid1_0,21,2021-01-01
Caserne 34 Grid1_0,6,2022-01-01
Caserne 34 Grid1_1,89,2015-01-01
Caserne 34 Grid1_1,88,2016-01-01
Caserne 34 Grid1_1,112,2017-01-01
Caserne 34 Grid1_1,83,2018-01-01
Caserne 34 Grid1_1,67,2019-01-01
Caserne 34 Grid1_1,72,2020-01-01
Caserne 34 Grid1_1,83,2021-01-01
Caserne 34 Grid1_1,34,2022-01-01
Caserne 34 Grid1_2,36,2015-01-01
Caserne 34 Grid1_2,38,2016-01-01
Caserne 34 Grid1_2,46,2017-01-01
Caserne 34 Grid1_2,38,2018-01-01
Caserne 34 Grid1_2,45,2019-01-01
Caserne 34 Grid1_2,46,2020-01-01
Caserne 34 Grid1_2,47,2021-01-01
Caserne 34 Grid1_2,20,2022-01-01
Caserne 34 Grid2_1,69,2015-01-01
Caserne 34 Grid2_1,43,2016-01-01
Caserne 34 Grid2_1,60,2017-01-01
Caserne 34 Grid2_1,46,2018-01-01
Caserne 34 Grid2_1,28,2019-01-01
Caserne 34 Grid2_1,19,2020-01-01
Caserne 34 Grid2_1,26,2021-01-01
Caserne 34 Grid2_1,7,2022-01-01
Caserne 34 Grid2_2,5,2015-01-01
Caserne 34 Grid2_2,4,2016-01-01
Caserne 34 Grid2_2,5,2017-01-01
Caserne 34 Grid2_2,1,2018-01-01
Caserne 34 Grid2_2,2,2019-01-01
Caserne 34 Grid2_2,2,2020-01-01
Caserne 34 Grid2_2,2,2021-01-01
Caserne 34 Grid2_2,2,2022-01-01
Caserne 35 Grid0_1,3,2015-01-01
Caserne 35 Grid0_1,5,2016-01-01
Caserne 35 Grid0_1,1,2017-01-01
Caserne 35 Grid0_1,1,2018-01-01
Caserne 35 Grid0_1,1,2019-01-01
Caserne 35 Grid0_1,3,2020-01-01
Caserne 35 Grid0_1,3,2021-01-01
Caserne 35 Grid0_1,1,2022-01-01
Caserne 35 Grid0_2,17,2015-01-01
Caserne 35 Grid0_2,12,2016-01-01
Caserne 35 Grid0_2,14,2017-01-01
Caserne 35 Grid0_2,13,2018-01-01
Caserne 35 Grid0_2,14,2019-01-01
Caserne 35 Grid0_2,8,2020-01-01
Caserne 35 Grid0_2,16,2021-01-01
Caserne 35 Grid0_2,7,2022-01-01
Caserne 35 Grid1_0,5,2015-01-01
Caserne 35 Grid1_0,8,2016-01-01
Caserne 35 Grid1_0,5,2017-01-01
Caserne 35 Grid1_0,15,2018-01-01
Caserne 35 Grid1_0,24,2019-01-01
Caserne 35 Grid1_0,17,2020-01-01
Caserne 35 Grid1_0,11,2021-01-01
Caserne 35 Grid1_0,4,2022-01-01
Caserne 35 Grid1_1,40,2015-01-01
Caserne 35 Grid1_1,40,2016-01-01
Caserne 35 Grid1_1,46,2017-01-01
Caserne 35 Grid1_1,64,2018-01-01
Caserne 35 Grid1_1,62,2019-01-01
Caserne 35 Grid1_1,59,2020-01-01
Caserne 35 Grid1_1,49,2021-01-01
Caserne 35 Grid1_1,28,2022-01-01
Caserne 35 Grid1_2,10,2015-01-01
Caserne 35 Grid1_2,17,2016-01-01
Caserne 35 Grid1_2,8,2017-01-01
Caserne 35 Grid1_2,10,2018-01-01
Caserne 35 Grid1_2,4,2019-01-01
Caserne 35 Grid1_2,11,2020-01-01
Caserne 35 Grid1_2,9,2021-01-01
Caserne 35 Grid1_2,2,2022-01-01
Caserne 35 Grid2_0,30,2015-01-01
Caserne 35 Grid2_0,28,2016-01-01
Caserne 35 Grid2_0,31,2017-01-01
Caserne 35 Grid2_0,32,2018-01-01
Caserne 35 Grid2_0,31,2019-01-01
Caserne 35 Grid2_0,25,2020-01-01
Caserne 35 Grid2_0,16,2021-01-01
Caserne 35 Grid2_0,15,2022-01-01
Caserne 35 Grid2_1,26,2015-01-01
Caserne 35 Grid2_1,24,2016-01-01
Caserne 35 Grid2_1,36,2017-01-01
Caserne 35 Grid2_1,25,2018-01-01
Caserne 35 Grid2_1,23,2019-01-01
Caserne 35 Grid2_1,22,2020-01-01
Caserne 35 Grid2_1,35,2021-01-01
Caserne 35 Grid2_1,6,2022-01-01
Caserne 37 Grid0_0,2,2015-01-01
Caserne 37 Grid0_0,1,2018-01-01
Caserne 37 Grid0_0,3,2020-01-01
Caserne 37 Grid0_0,3,2021-01-01
Caserne 37 Grid0_1,36,2015-01-01
Caserne 37 Grid0_1,51,2016-01-01
Caserne 37 Grid0_1,38,2017-01-01
Caserne 37 Grid0_1,53,2018-01-01
Caserne 37 Grid0_1,33,2019-01-01
Caserne 37 Grid0_1,40,2020-01-01
Caserne 37 Grid0_1,43,2021-01-01
Caserne 37 Grid0_1,28,2022-01-01
Caserne 37 Grid0_2,16,2015-01-01
Caserne 37 Grid0_2,13,2016-01-01
Caserne 37 Grid0_2,10,2017-01-01
Caserne 37 Grid0_2,10,2018-01-01
Caserne 37 Grid0_2,17,2019-01-01
Caserne 37 Grid0_2,8,2020-01-01
Caserne 37 Grid0_2,11,2021-01-01
Caserne 37 Grid0_2,10,2022-01-01
Caserne 37 Grid1_0,57,2015-01-01
Caserne 37 Grid1_0,41,2016-01-01
Caserne 37 Grid1_0,53,2017-01-01
Caserne 37 Grid1_0,34,2018-01-01
Caserne 37 Grid1_0,41,2019-01-01
Caserne 37 Grid1_0,28,2020-01-01
Caserne 37 Grid1_0,42,2021-01-01
Caserne 37 Grid1_0,12,2022-01-01
Caserne 37 Grid1_1,76,2015-01-01
Caserne 37 Grid1_1,67,2016-01-01
Caserne 37 Grid1_1,50,2017-01-01
Caserne 37 Grid1_1,81,2018-01-01
Caserne 37 Grid1_1,62,2019-01-01
Caserne 37 Grid1_1,55,2020-01-01
Caserne 37 Grid1_1,64,2021-01-01
Caserne 37 Grid1_1,24,2022-01-01
Caserne 37 Grid1_2,6,2015-01-01
Caserne 37 Grid1_2,12,2016-01-01
Caserne 37 Grid1_2,13,2017-01-01
Caserne 37 Grid1_2,8,2018-01-01
Caserne 37 Grid1_2,11,2019-01-01
Caserne 37 Grid1_2,8,2020-01-01
Caserne 37 Grid1_2,8,2021-01-01
Caserne 37 Grid1_2,3,2022-01-01
Caserne 37 Grid2_0,48,2015-01-01
Caserne 37 Grid2_0,62,2016-01-01
Caserne 37 Grid2_0,51,2017-01-01
Caserne 37 Grid2_0,48,2018-01-01
Caserne 37 Grid2_0,39,2019-01-01
Caserne 37 Grid2_0,35,2020-01-01
Caserne 37 Grid2_0,43,2021-01-01
Caserne 37 Grid2_0,11,2022-01-01
Caserne 37 Grid2_1,77,2015-01-01
Caserne 37 Grid2_1,73,2016-01-01
Caserne 37 Grid2_1,61,2017-01-01
Caserne 37 Grid2_1,84,2018-01-01
Caserne 37 Grid2_1,77,2019-01-01
Caserne 37 Grid2_1,66,2020-01-01
Caserne 37 Grid2_1,59,2021-01-01
Caserne 37 Grid2_1,30,2022-01-01
Caserne 37 Grid2_2,6,2015-01-01
Caserne 37 Grid2_2,5,2016-01-01
Caserne 37 Grid2_2,6,2017-01-01
Caserne 37 Grid2_2,6,2018-01-01
Caserne 37 Grid2_2,4,2019-01-01
Caserne 37 Grid2_2,2,2020-01-01
Caserne 37 Grid2_2,2,2021-01-01
Caserne 37 Grid3_0,27,2015-01-01
Caserne 37 Grid3_0,19,2016-01-01
Caserne 37 Grid3_0,22,2017-01-01
Caserne 37 Grid3_0,27,2018-01-01
Caserne 37 Grid3_0,25,2019-01-01
Caserne 37 Grid3_0,24,2020-01-01
Caserne 37 Grid3_0,16,2021-01-01
Caserne 37 Grid3_0,10,2022-01-01
Caserne 37 Grid3_1,16,2015-01-01
Caserne 37 Grid3_1,14,2016-01-01
Caserne 37 Grid3_1,5,2017-01-01
Caserne 37 Grid3_1,11,2018-01-01
Caserne 37 Grid3_1,9,2019-01-01
Caserne 37 Grid3_1,11,2020-01-01
Caserne 37 Grid3_1,10,2021-01-01
Caserne 37 Grid3_1,7,2022-01-01
Caserne 38 Grid0_3,5,2015-01-01
Caserne 38 Grid0_3,4,2016-01-01
Caserne 38 Grid0_3,5,2017-01-01
Caserne 38 Grid0_3,7,2018-01-01
Caserne 38 Grid0_3,8,2019-01-01
Caserne 38 Grid0_3,6,2020-01-01
Caserne 38 Grid0_3,7,2021-01-01
Caserne 38 Grid0_3,3,2022-01-01
Caserne 38 Grid0_4,3,2016-01-01
Caserne 38 Grid0_4,2,2017-01-01
Caserne 38 Grid0_4,5,2019-01-01
Caserne 38 Grid0_4,4,2020-01-01
Caserne 38 Grid0_4,6,2021-01-01
Caserne 38 Grid0_5,6,2015-01-01
Caserne 38 Grid0_5,13,2016-01-01
Caserne 38 Grid0_5,5,2017-01-01
Caserne 38 Grid0_5,6,2018-01-01
Caserne 38 Grid0_5,4,2019-01-01
Caserne 38 Grid0_5,1,2020-01-01
Caserne 38 Grid0_5,1,2021-01-01
Caserne 38 Grid0_5,4,2022-01-01
Caserne 38 Grid1_0,2,2015-01-01
Caserne 38 Grid1_0,2,2016-01-01
Caserne 38 Grid1_0,1,2017-01-01
