NOM_CAS_AD,NO_CAS_ADM,OBJECTID,WKT
Caserne 72,72,296,"POLYGON ((287732.1200999995344318 5042781.7043000003322959, 287732.1247000002767891 5042781.7000999990850687, 287763.9301000004634261 5042817.5036999993026257, 287826.3039000000571832 5042887.3502999991178513, 288032.4128999995882623 5042696.8721000002697110, 288039.3414999990491197 5042690.6315000010654330, 288152.5085000003455207 5042826.9144999999552965, 288207.8050999995903112 5042795.0914999991655350, 288228.7232999996631406 5042781.4712999993935227, 288239.0002999999560416 5042774.7794999992474914, 288308.5418999997200444 5042722.3644999992102385, 288334.1117000002996065 5042700.6322999997064471, 288453.0277000000351109 5042591.0717000002041459, 288467.9253000004682690 5042598.6517000021412969, 288584.5471000003744848 5042496.9527000002563000, 288743.1622999990941025 5042363.2998999990522861, 289123.2156999993603677 5042025.3118999991565943, 289181.6759000003221445 5041973.3221000013872981, 289726.2134999997797422 5041486.0851000007241964, 289732.5109000004013069 5041480.3634999990463257, 289833.9201000000466593 5041388.2257000003010035, 290106.9641000002739020 5041143.4221000000834465, 290185.7769000000553206 5041074.1353000001981854, 290284.9462999998359010 5040986.7868999997153878, 290439.9404999995022081 5040846.2432999992743134, 290568.1770999999134801 5040734.4225000003352761, 290620.1663000004482456 5040686.0078999986872077, 290716.9273000004468486 5040616.2110999999567866, 290747.5121000001090579 5040595.9291000002995133, 290946.1398999998345971 5040505.5504999998956919, 291049.8295000002835877 5040445.8047000002115965, 291090.2050999998464249 5040424.0624999990686774, 291146.1120999997365288 5040403.3604999994859099, 291245.5043000003206544 5040380.5782999992370605, 291314.8727000004728325 5040376.4379000002518296, 291401.8430999997071922 5040379.5482999999076128, 291498.1338999987929128 5040390.9292999999597669, 291599.5965000003343448 5040415.7816999992355704, 291676.0089000003645197 5040427.5828999998047948, 291738.0362999992794357 5040428.8531000008806586, 291827.5140999998548068 5040424.4108999986201525, 291834.5267000003368594 5040424.0628999993205070, 291834.4920999991009012 5040424.0212999992072582, 291673.4600999992690049 5040230.0838999999687076, 291657.4749000003794208 5040208.0016999999061227, 291642.4298999999300577 5040189.0298999994993210, 291640.1650999988196418 5040186.5452999994158745, 291611.4905000001890585 5040155.0866999998688698, 291511.4548999999533407 5040043.0556999994441867, 291326.4286999998730607 5039839.0861000008881092, 291281.4588999999687076 5039789.0613000001758337, 291247.4344999996246770 5039742.0166999995708466, 291246.4344999996828847 5039740.7894999999552965, 291194.4637000004877336 5039677.0104999989271164, 291172.4406999996863306 5039650.0478999996557832, 291134.4655000003403984 5039617.0147000001743436, 291089.4379000002518296 5039574.9906999990344048, 290975.4705000002868474 5039450.0253000007942319, 290975.4461000000010245 5039449.9985000006854534, 290926.4677000000956468 5039393.9830999989062548, 290894.4311000004527159 5039362.0501000005751848, 290894.4123000002000481 5039362.0280999988317490, 290818.4970999995130114 5039272.9815000006929040, 290763.4396999996388331 5039220.9864999987185001, 290763.3630999999586493 5039220.9002999989315867, 290691.4234999992768280 5039140.0187000008299947, 290664.0766999996267259 5039108.4058999987319112, 290652.4749000002047978 5039094.9942999994382262, 290628.9787000001524575 5039072.1469000000506639, 290612.4458999997004867 5039056.0705000013113022, 290570.4785000000265427 5039022.0472999997437000, 290530.4740999985951930 5038995.0246999999508262, 290486.4199000001535751 5038975.0126999998465180, 290368.4937000001664273 5038917.0471000000834465, 290305.4352999995462596 5038889.9644999997690320, 290261.4551000000210479 5038868.0623000003397465, 290942.8489000003319234 5038208.6287000002339482, 290942.6240999997244217 5038207.6748999999836087, 290942.5353000002796762 5038207.2984999995678663, 290914.0620999992243014 5038060.8944999994710088, 290737.1566999995848164 5037155.9532999992370605, 290564.7099000001908280 5036273.8208999987691641, 290506.4879000004730187 5035975.9931000005453825, 290499.5350999995134771 5035982.3948999987915158, 289685.4822999996831641 5036731.9297000002115965, 289685.4772999996202998 5036731.9341000011190772, 289685.4751000003889203 5036731.9360999986529350, 289568.4972999996389262 5036083.9935000007972121, 289359.8817000002600253 5036289.5160999996587634, 289293.8999000003095716 5036354.5195000004023314, 289227.4377000001841225 5036419.9961000001057982, 289061.5243000000482425 5036577.5598999997600913, 289007.4467000004369766 5036628.9161000000312924, 288876.0049000002909452 5036756.1552999988198280, 288789.4355000004288740 5036839.9565000003203750, 288770.5752999995602295 5036855.0380999986082315, 288729.5825000003678724 5036887.8182999994605780, 288719.4485000002314337 5036895.9218999994918704, 288563.4396999996970408 5037042.0160999996587634, 288536.4595000002882443 5037067.9784999992698431, 288529.4322999999858439 5037073.9986999994143844, 288521.4804999997140840 5037082.0198999987915158, 288450.4295000000274740 5037148.9862999990582466, 288360.4899000002769753 5037230.0142999989911914, 288298.4212999991723336 5037292.9703000001609325, 287816.5569000004325062 5037744.7496999995782971, 287434.4511000000056811 5038102.9984999988228083, 287428.4380999996792525 5038108.0088999997824430, 287496.6268999994499609 5038205.3183000003919005, 287497.0556999997934327 5038221.1098999986425042, 287637.7390999997733161 5038373.1644999999552965, 287753.4960999996983446 5038511.8578999992460012, 287877.1631000000634231 5038649.4413000000640750, 288050.2293000004137866 5038805.8262999989092350, 287642.5890999987022951 5038842.3199000004678965, 287214.0972999985679053 5038877.7632999988272786, 287218.1882999987574294 5038914.4968999987468123, 287239.0319000000599772 5039145.4990999987348914, 287258.9268999996129423 5039354.2092999992892146, 287270.3919000000460073 5039414.6750999977812171, 287282.5335000004270114 5039459.8494999995455146, 287319.3952999995672144 5039526.2358999997377396, 287362.8721000002697110 5039575.5006999988108873, 287404.5921000002999790 5039622.9952999996021390, 287227.6574999999720603 5039788.0010999990627170, 286989.1902999997255392 5040004.5021000001579523, 286682.6910999998217449 5040284.4991000005975366, 286674.6222999999299645 5040294.9270999999716878, 286658.3259000002290122 5040309.2828999999910593, 286591.1394999991171062 5040368.4678999995812774, 286576.5519000003114343 5040381.3182999994605780, 286481.5016999999061227 5040465.0488999988883734, 286473.7759000000078231 5040471.8544999994337559, 286491.8386999994982034 5040492.1908999988809228, 286518.2675000003073364 5040521.9463000008836389, 286607.4226999991224147 5040622.3236999996006489, 286654.7869000001228414 5040675.6496999999508262, 286701.3972999998368323 5040728.1270999992266297, 286754.4727000000420958 5040787.8832999989390373, 286746.9857000003685243 5040801.1355000007897615, 286733.2451000002329238 5040829.4830999998375773, 286729.1946999998181127 5040837.8395000007003546, 286720.4181000000680797 5040851.6029000012204051, 286711.7703000003239140 5040872.8296999987214804, 286710.3097000000416301 5040876.4149000002071261, 286707.9746999999042600 5040882.1462999992072582, 286707.2274999995133840 5040883.9801000002771616, 286698.7506999996257946 5040894.8650999991223216, 286639.3451000000932254 5040948.2046999996528029, 286576.3762999993632548 5041006.0250999992713332, 286548.0404999997699633 5041032.0441000005230308, 286461.7107000004616566 5041111.3154999995604157, 286457.1577000003308058 5041115.1231000004336238, 286450.9078999997582287 5041120.3497000001370907, 286447.5746999999391846 5041120.1810999996960163, 286445.6615000002784654 5041120.0840999986976385, 286445.6159000003826804 5041122.0062999986112118, 286445.5426999995252118 5041125.0871000001206994, 286309.5255000004544854 5041251.8381000002846122, 286301.8577000004588626 5041258.9834999991580844, 286322.5811000004759990 5041278.7537000002339482, 286382.8922999986098148 5041336.2909000013023615, 286428.2880999992485158 5041379.5984999984502792, 286457.1576999989920296 5041407.1401000004261732, 286468.4541000004392117 5041417.9170999992638826, 286498.7351000001071952 5041449.9878999991342425, 286500.3201000004191883 5041451.6666999999433756, 286426.6599000001442619 5041518.9287000000476837, 286394.1826999995391816 5041548.5849000001326203, 286431.4389000004157424 5041567.7029000008478761, 286947.6764999993611127 5041821.9274999992921948, 286947.5974999999743886 5041821.9984999997541308, 286371.2015000000828877 5042339.3574999999254942, 286530.0372999999672174 5042498.3428999995812774, 286552.9778999998816289 5042521.3050999995321035, 286629.2164999997476116 5042598.8453000001609325, 286630.8588999995845370 5042600.5154999997466803, 286694.9481000002124347 5042665.6989000011235476, 286895.4843000000691973 5042485.7250999994575977, 286983.3999000000185333 5042406.8240999989211559, 287055.7863000003853813 5042494.2481000004336238, 287057.2828999997582287 5042496.0554999988526106, 287144.3738999994820915 5042601.2389000002294779, 287146.1817000002483837 5042603.4225000003352761, 287196.3798999985447153 5042664.0488999998196959, 287231.5477000004029833 5042705.9748999988660216, 287392.3268999999854714 5042897.6512999990954995, 287471.8645000002579764 5042992.8551000002771616, 287471.8708999995142221 5042992.8627000004053116, 287481.9037000000826083 5043004.8716999990865588, 287732.1200999995344318 5042781.7043000003322959))"
Caserne 71,71,297,"POLYGON ((286445.6159000003826804 5041122.0062999986112118, 286445.6615000002784654 5041120.0840999986976385, 286447.5746999999391846 5041120.1810999996960163, 286450.9078999997582287 5041120.3497000001370907, 286457.1577000003308058 5041115.1231000004336238, 286461.7107000004616566 5041111.3154999995604157, 286548.0404999997699633 5041032.0441000005230308, 286576.3762999993632548 5041006.0250999992713332, 286639.3451000000932254 5040948.2046999996528029, 286698.7506999996257946 5040894.8650999991223216, 286707.2274999995133840 5040883.9801000002771616, 286707.9746999999042600 5040882.1462999992072582, 286710.3097000000416301 5040876.4149000002071261, 286711.7703000003239140 5040872.8296999987214804, 286720.4181000000680797 5040851.6029000012204051, 286729.1946999998181127 5040837.8395000007003546, 286733.2451000002329238 5040829.4830999998375773, 286746.9857000003685243 5040801.1355000007897615, 286754.4727000000420958 5040787.8832999989390373, 286701.3972999998368323 5040728.1270999992266297, 286654.7869000001228414 5040675.6496999999508262, 286607.4226999991224147 5040622.3236999996006489, 286518.2675000003073364 5040521.9463000008836389, 286491.8386999994982034 5040492.1908999988809228, 286473.7759000000078231 5040471.8544999994337559, 286481.5016999999061227 5040465.0488999988883734, 286576.5519000003114343 5040381.3182999994605780, 286591.1394999991171062 5040368.4678999995812774, 286658.3259000002290122 5040309.2828999999910593, 286674.6222999999299645 5040294.9270999999716878, 286682.6910999998217449 5040284.4991000005975366, 286989.1902999997255392 5040004.5021000001579523, 287227.6574999999720603 5039788.0010999990627170, 287404.5921000002999790 5039622.9952999996021390, 287362.8721000002697110 5039575.5006999988108873, 287319.3952999995672144 5039526.2358999997377396, 287282.5335000004270114 5039459.8494999995455146, 287270.3919000000460073 5039414.6750999977812171, 287258.9268999996129423 5039354.2092999992892146, 287239.0319000000599772 5039145.4990999987348914, 287218.1882999987574294 5038914.4968999987468123, 287214.0972999985679053 5038877.7632999988272786, 287642.5890999987022951 5038842.3199000004678965, 288050.2293000004137866 5038805.8262999989092350, 287877.1631000000634231 5038649.4413000000640750, 287753.4960999996983446 5038511.8578999992460012, 287637.7390999997733161 5038373.1644999999552965, 287497.0556999997934327 5038221.1098999986425042, 287496.6268999994499609 5038205.3183000003919005, 287428.4380999996792525 5038108.0088999997824430, 287382.4867000000085682 5038055.0238999994471669, 287376.4818999995477498 5038060.9244999988004565, 287354.4422999998787418 5038035.9820999987423420, 287353.9942999993218109 5038035.4914999995380640, 287322.4552999988081865 5038000.9586999993771315, 287302.5733000002801418 5037986.8139000004157424, 287277.4854999999515712 5037968.9654999990016222, 286915.5574999995878898 5037575.9596999986097217, 286695.4428999999072403 5037336.9445000002160668, 285845.4452999987988733 5036386.9528999999165535, 285839.4652999986428767 5036373.9615000002086163, 285202.4641000003903173 5035668.9035000000149012, 284660.8468999999458902 5036169.0586999990046024, 284475.3551000001607463 5036340.3506999993696809, 284262.4609000000054948 5036536.9472999991849065, 284278.7870999999577180 5036557.6972999991849065, 284288.4514999989769422 5036569.9804999995976686, 283810.4860999992815778 5037259.9071000013500452, 283882.4445000003906898 5037315.8924999991431832, 283863.4320999990450218 5037333.9643000001087785, 283994.4812999996938743 5037456.8860999988391995, 283994.4281000004266389 5037456.9328999994322658, 283994.4208999999682419 5037456.9392999997362494, 283975.5125000000116415 5037473.5755000011995435, 283769.4258999997982755 5037654.8952999990433455, 283366.4295000000856817 5038026.9910999992862344, 283755.8772999996435829 5038294.5278999991714954, 283836.4846999989822507 5038349.9022999992594123, 283838.4809000003733672 5038386.9058999996632338, 283847.4384999995236285 5038423.9895000001415610, 283856.4786999985226430 5038438.9609000002965331, 283862.4671000004746020 5038451.9520999994128942, 283895.4932999988668598 5038463.9532999992370605, 283930.4167000003508292 5038481.9450999991968274, 283951.4417000000830740 5038503.9972999989986420, 283962.9368999997386709 5038527.5608999999240041, 283969.4640999999246560 5038540.9406999992206693, 283971.4437000004691072 5038571.9436999997124076, 283967.4598999997251667 5038596.9561000000685453, 283967.4754999998840503 5038597.0718999998643994, 283969.4641000002739020 5038611.9577000001445413, 283971.2537000000593252 5038616.5420999992638826, 283971.2551000001258217 5038616.5455000000074506, 283976.4834999995655380 5038629.9393000006675720, 283969.9988999992492609 5038681.8400999996811152, 283968.4826999997603707 5038693.9755000006407499, 283955.4585000002989545 5038772.9230999993160367, 283933.4933000000310130 5038818.8876999998465180, 283933.4395000004442409 5038818.9376999996602535, 283920.4774999996880069 5038830.9386999998241663, 284118.4700999995693564 5038972.9725000001490116, 283839.4540999988093972 5039426.9763000002130866, 283859.4480999989900738 5039445.9181000003591180, 283793.5060999999986961 5039506.9536999994888902, 283631.4644999990123324 5039656.9385000001639128, 283585.8580999994883314 5039696.1070999996736646, 283581.4385000003967434 5039699.9027000004425645, 283564.7382999989786185 5039714.1284999987110496, 283419.4167000002926216 5039837.9158999994397163, 283496.0054999999119900 5039900.7750999992713332, 283514.4869000001344830 5039915.9435000000521541, 283568.4390999999595806 5039946.9864999987185001, 283466.4486999997752719 5040039.9055000003427267, 283417.1863000000012107 5040083.5798999993130565, 283396.4865000002901070 5040101.9314999999478459, 283467.1210999999311753 5040135.3212999990209937, 283633.4194999989704229 5040213.9322999995201826, 283504.4817000001785345 5040330.9434999991208315, 283575.4503000000840984 5040380.9285000003874302, 283604.7592999998596497 5040405.5849000001326203, 283625.4514999998500571 5040422.9924999997019768, 283763.4458999991766177 5040489.9889000011608005, 283852.6741000003530644 5040409.3358999993652105, 283919.4299000002793036 5040348.9952999996021390, 284040.4326999995391816 5040406.9408999998122454, 284051.3579000003519468 5040417.8790999986231327, 284061.4495000003371388 5040427.9829000001773238, 284122.4457000001566485 5040369.9972999989986420, 284122.4497000001138076 5040370.0015000011771917, 284126.0377000003354624 5040373.7678999993950129, 284128.3731000000261702 5040376.2206999994814396, 284144.8041000002995133 5040393.4726999988779426, 284180.4383000001544133 5040430.8870999999344349, 284180.4726999996928498 5040430.9232999999076128, 284403.4658999998355284 5040227.9336999999359250, 284425.4724999996251427 5040240.9748999997973442, 284526.3988999995635822 5040350.0054999990388751, 284619.4483000001637265 5040267.9175000004470348, 284743.4534999997704290 5040313.9719000002369285, 284895.4617000001599081 5040415.9517000010237098, 285007.3672999990521930 5040451.8403000002726912, 285023.4427000002469867 5040456.9956999998539686, 285025.0466999998316169 5040455.5110999988391995, 285036.4502999990363605 5040444.9544999999925494, 285067.4144999995478429 5040473.9773000003769994, 285132.4525000000139698 5040531.0028999997302890, 285095.4339000003528781 5040564.0161000005900860, 284868.9847000001464039 5040765.3154999995604157, 284907.5261000002501532 5040785.1810999987646937, 285104.4989000003552064 5040886.7072999998927116, 285366.9933000001474284 5041020.6900999993085861, 285428.4351000002352521 5041052.6232999991625547, 285683.6993000003276393 5041183.7756999991834164, 285874.4985000003362074 5041281.8074999991804361, 286032.4346999997505918 5041362.9532999992370605, 286394.1826999995391816 5041548.5849000001326203, 286426.6599000001442619 5041518.9287000000476837, 286500.3201000004191883 5041451.6666999999433756, 286498.7351000001071952 5041449.9878999991342425, 286468.4541000004392117 5041417.9170999992638826, 286457.1576999989920296 5041407.1401000004261732, 286428.2880999992485158 5041379.5984999984502792, 286382.8922999986098148 5041336.2909000013023615, 286322.5811000004759990 5041278.7537000002339482, 286301.8577000004588626 5041258.9834999991580844, 286309.5255000004544854 5041251.8381000002846122, 286445.5426999995252118 5041125.0871000001206994, 286445.6159000003826804 5041122.0062999986112118))"
Caserne 32,32,298,"POLYGON ((306751.5689000002457760 5062506.9445000011473894, 306727.9868999997852370 5062459.9300999986007810, 306718.6651000001002103 5062443.6768999993801117, 306709.6261000001686625 5062427.9168999996036291, 306691.0114999997895211 5062397.3985000001266599, 306689.6238999997149222 5062395.1237000003457069, 306670.0095000002183951 5062364.8908999990671873, 306663.9659000000101514 5062354.3089000005275011, 306654.5191000003833324 5062337.7683000005781651, 306639.1854999996139668 5062309.8655000012367964, 306625.0973000000813045 5062280.9726999988779426, 306610.0183000001125038 5062251.0696999998763204, 306609.4584999997750856 5062249.9596999986097217, 306569.5285000004805624 5062168.3718999987468123, 306556.3208999998751096 5062143.1098999995738268, 306551.8604999986127950 5062134.5784999988973141, 306534.4234999998006970 5062098.4551000008359551, 306526.1637000002083369 5062082.8169000009074807, 306520.3354999996954575 5062071.7824999988079071, 306514.1962999996030703 5062059.6309000002220273, 306506.0162999997846782 5062043.4397000009194016, 306488.3485000003711320 5062005.3161000004038215, 306484.2881000001216307 5061995.0838999999687076, 306476.1326999996090308 5061974.5330999987199903, 306465.7069000001065433 5061940.9598999992012978, 306450.6124999997555278 5061883.7242999998852611, 306444.0796999997110106 5061854.2714999988675117, 306439.9554999996908009 5061836.8198999995365739, 306435.1303000002517365 5061812.0374999996274710, 306432.3340999999199994 5061786.9250999996438622, 306424.8859000004595146 5061695.7862999998033047, 306422.3288999995565973 5061651.2219000002369285, 306420.2503000001888722 5061630.5482999999076128, 306418.9882999997935258 5061617.9987000012770295, 306418.4398999991826713 5061608.5267000002786517, 306416.9674999992130324 5061583.0953000001609325, 306412.8516999998246320 5061557.5329000009223819, 306407.1685000004363246 5061523.9696999993175268, 306400.4922999997506849 5061497.2643000008538365, 306399.3903000003774650 5061492.8567000003531575, 306387.7189000000944361 5061456.8431000001728535, 306380.4689000003854744 5061439.9369000000879169, 306371.6101000000489876 5061419.2795000001788139, 306357.0516999998362735 5061390.1567000001668930, 306354.3338999996776693 5061385.0440999986603856, 306329.3373000004212372 5061338.0217000003904104, 306291.1139000004623085 5061278.7503000013530254, 306283.3201000000117347 5061266.6648999992758036, 306201.8842999997432344 5061148.1832999996840954, 306200.0558999999193475 5061145.6712999986484647, 306150.3128999989130534 5061077.3343000002205372, 306133.5136999996611848 5061054.2547000003978610, 306133.4981000000261702 5061054.2339000003412366, 306133.4892999994335696 5061054.2222999986261129, 306115.5746999992406927 5061030.4501000009477139, 306109.3052999995998107 5061022.1310999998822808, 306073.9528999999747612 5060967.7758999997749925, 306047.4024999996763654 5060920.6536999987438321, 306032.3731000002007931 5060893.9788999995216727, 306012.7502999996650033 5060859.1855000006034970, 305999.8943000003346242 5060837.0960999997332692, 305984.0956999994232319 5060809.9506999999284744, 305957.6808999999775551 5060763.8963000001385808, 305954.5832999997073784 5060758.4956999989226460, 305933.6406999999308027 5060714.0314999995753169, 305922.0436999998055398 5060680.4682999998331070, 305912.6241000002482906 5060650.4653000002726912, 305907.3859000004013069 5060629.7152999993413687, 305888.1019000001833774 5060553.3258999986574054, 305876.8288999997894280 5060494.0095000006258488, 305869.1140999998315237 5060453.4163000006228685, 305840.3192999996826984 5060267.8183000013232231, 305831.8223000000580214 5060179.8746999995782971, 305479.9169000002439134 5060275.3602999988943338, 305307.8283000003430061 5060322.0547000002115965, 305156.2251000003889203 5060363.1904999995604157, 304803.0041000001365319 5060459.0330999996513128, 304802.7017000001505949 5060461.4764999989420176, 304769.5225000004284084 5060729.5874999994412065, 304766.3699000004562549 5060741.3646999998018146, 304561.5368999998318031 5061506.5540999993681908, 304520.7751000001444481 5061658.8270999994128942, 304453.0920999996596947 5061783.3207000000402331, 304449.8874999998370185 5061789.2153000002726912, 304374.6435000001802109 5061927.6158999986946583, 304299.3994999989517964 5062066.0164999999105930, 304152.0596999997505918 5062001.6712999995797873, 304143.5514999991864897 5061998.3393000001087785, 304112.8162999992491677 5061986.3020999990403652, 304098.4804999995394610 5061980.6876999987289310, 304068.7052999997395091 5061969.0264999996870756, 303609.5806999997585081 5061789.2155000008642673, 303594.5293000002857298 5061783.3206999991089106, 303424.6188999997102655 5061716.7770999986678362, 303410.4635000000707805 5061833.4394999993965030, 303408.1765000000013970 5061843.0680999998003244, 303321.1095000004279427 5062209.6359000010415912, 303322.4498999991919845 5062210.2942999992519617, 303392.6058999997912906 5062244.7392999986186624, 303421.0612999990116805 5062256.8288999991491437, 303444.5772999996552244 5062266.8199000004678965, 303444.6252999995485879 5062266.8403000002726912, 303475.2293000000063330 5062279.8426999999210238, 303544.6223000002210028 5062309.7254999987781048, 303641.3442999999388121 5062347.5881000002846122, 303670.3185000001685694 5062358.9303000001236796, 303715.6149000002769753 5062375.2176999989897013, 303745.0812999997287989 5062385.8129000002518296, 304004.4000999998534098 5062475.3514999998733401, 304032.4362999997101724 5062484.4622999997809529, 304188.5687000001780689 5062534.3370999991893768, 304362.0692999998573214 5062593.2536999993026257, 304397.9686999988625757 5062605.4440999999642372, 304407.2966999997152016 5062608.2625000001862645, 304453.8759000002173707 5062622.3356999997049570, 304453.9033000000054017 5062622.3442999990656972, 304575.5055000003776513 5062660.5592999998480082, 304661.2385000001522712 5062684.3416999988257885, 304795.1087000002735294 5062717.1086999997496605, 304795.1518999999971129 5062717.1192999994382262, 304795.1746999996830709 5062717.1249000001698732, 304864.7364999994751997 5062733.9517000000923872, 304864.9283000003779307 5062733.9980999995023012, 304879.1187000001664273 5062737.4309000000357628, 304881.9818999997805804 5062738.1234999997541308, 304881.9967000004253350 5062738.1264999993145466, 304982.5592999997315928 5062757.8020999990403652, 304982.5930999999982305 5062757.8086999990046024, 305023.9040999995777383 5062764.9380999989807606, 305047.6066999998292886 5062769.0286999987438321, 305047.6144999999087304 5062769.0301000010222197, 305152.2693000002182089 5062785.1514999996870756, 305206.0731000002124347 5062789.6019000001251698, 305214.5853000003844500 5062789.7481000004336238, 305214.5949000000837259 5062789.7483000000938773, 305231.6922999993548729 5062790.0418999996036291, 305241.0952999999863096 5062789.2899000002071261, 305251.0758999995305203 5062788.4918999997898936, 305251.0838999995030463 5062788.4902999997138977, 305265.4960999996983446 5062785.4394999993965030, 305273.6596999995526858 5062783.7112999986857176, 305280.0938999998033978 5062781.7757000001147389, 305302.0834999991930090 5062775.1604999992996454, 305321.9308999995701015 5062766.6276999991387129, 305322.1461000004783273 5062766.5346999997273088, 305328.7172999997856095 5062763.7092999992892146, 305330.9268999996711500 5062762.3702999996021390, 305349.4288999998825602 5062751.1580999996513128, 305369.6703000004054047 5062735.0465000001713634, 305390.6209000004455447 5062714.8246999997645617, 305412.6605000003473833 5062692.2625000001862645, 305416.8516999995918013 5062687.1709000002592802, 305434.1555000001681037 5062666.1498999986797571, 305453.6215000001247972 5062638.0372999999672174, 305461.0983000000705943 5062624.1447000000625849, 305461.8781000003218651 5062622.6956999991089106, 305473.7144999995362014 5062599.4734999993816018, 305479.7096999995992519 5062586.3095000013709068, 305488.5944999995408580 5062566.8002999993041158, 305505.4953000000095926 5062536.1272999988868833, 305509.7690999996848404 5062530.5160999996587634, 305516.2429000003030524 5062522.0160999987274408, 305521.4904999995487742 5062516.2154999990016222, 305528.0048999995924532 5062509.0147000001743436, 305549.2608999987714924 5062491.7930999994277954, 305549.2740999994566664 5062491.7845000000670552, 305560.0909000002429821 5062484.7925000004470348, 305562.9503000002587214 5062483.3681000005453825, 305574.8059000005014241 5062477.4617000008001924, 305575.5435000003781170 5062477.2280999990180135, 305584.6819000000832602 5062474.3337000003084540, 305594.8244999999878928 5062471.1210999991744757, 305618.8849000001209788 5062465.6804999997839332, 305642.7064999995054677 5062464.6908999998122454, 305642.7142999996431172 5062464.6907000010833144, 305645.1928999998490326 5062464.9812999991700053, 305645.2441000003600493 5062464.9872999992221594, 305652.8896999991848134 5062465.8835000004619360, 305657.8994999995920807 5062466.4707000004127622, 305672.3207000002148561 5062469.9796999990940094, 305674.7921000004280359 5062470.5811000009998679, 305687.6497000000090338 5062475.0160999987274408, 305700.5680999999167398 5062479.4719000002369285, 305760.9869000001926906 5062505.6045000003650784, 305822.7501000000629574 5062534.2115000002086163, 305826.8203000000212342 5062536.0960999997332692, 305857.6699000002699904 5062550.3855000007897615, 305857.6985000001150183 5062550.3986999997869134, 305865.6387000000104308 5062554.1215000003576279, 305867.9482999997562729 5062555.2043000003322959, 305882.8477000001003034 5062562.1898999996483326, 305904.2411000002175570 5062571.7610999988391995, 305904.2497000001021661 5062571.7648999989032745, 305912.1248999998788349 5062575.2881000004708767, 305915.3955000001005828 5062576.7512999987229705, 305915.8698999996413477 5062576.9087000004947186, 305917.8901000003097579 5062577.5783000001683831, 305917.9007000000565313 5062577.5819000005722046, 305936.1812999999965541 5062583.6419000001624227, 305957.8769000000902452 5062590.5645000003278255, 305957.8857000001007691 5062590.5672999992966652, 305960.9427000000723638 5062591.5427000010386109, 306032.4226999998209067 5062611.8946999991312623, 306070.8103000004775822 5062622.2357000000774860, 306103.9768999996013008 5062632.4666999997571111, 306114.3155000001424924 5062635.9364999998360872, 306130.1404999998630956 5062641.2474999995902181, 306148.8310999999521300 5062648.9282999997958541, 306176.4712999986368231 5062661.9294999996200204, 306191.5590999987325631 5062669.4703000001609325, 306198.5025000002351590 5062672.9404999995604157, 306264.2911000004969537 5062716.1846999991685152, 306297.7710999998962507 5062736.9767000004649162, 306327.5062999996589497 5062754.6584999999031425, 306353.9008999999496154 5062767.3296999996528029, 306401.4770999990869313 5062788.9017000002786517, 306443.8322999997180887 5062805.4732999987900257, 306488.0515000000596046 5062821.1548999994993210, 306507.9542999996920116 5062826.4460999993607402, 306524.8803000004263595 5062830.9458999997004867, 306559.2181000000564381 5062838.8464999990537763, 306590.4379000003682449 5062843.1870999997481704, 306619.0924999996204861 5062843.4171000001952052, 306637.3698999999323860 5062841.2225000010803342, 306651.4094999997760169 5062839.5367000000551343, 306655.6360999997705221 5062838.2547000003978610, 306663.4766999998246320 5062835.8762999996542931, 306669.1374999997206032 5062833.5751000000163913, 306674.6944999996339902 5062831.3159000007435679, 306677.2363000003970228 5062829.6648999992758036, 306684.2707000002264977 5062825.0953000001609325, 306690.2415000000037253 5062820.5367000009864569, 306694.1604999998235144 5062817.5444999998435378, 306704.2108999996562488 5062808.7061000000685453, 306708.1827000001212582 5062805.2133000008761883, 306722.2790999997523613 5062789.9918999988585711, 306728.3956999991205521 5062782.9204999990761280, 306733.8102999998372979 5062776.6604999992996454, 306739.3483000001870096 5062768.7628999995067716, 306739.3514999996405095 5062768.7582999989390373, 306744.2525000000605360 5062761.7691000001505017, 306757.9562999995541759 5062738.5553000001236796, 306757.9612999985693023 5062738.5469000004231930, 306763.4959000003291294 5062725.6557000000029802, 306763.8888999998453073 5062724.4848999995738268, 306767.8592999997781590 5062712.6544999992474914, 306771.4473000004654750 5062698.5430999994277954, 306772.4566999999806285 5062692.3882999988272786, 306773.7072999999509193 5062684.7616999987512827, 306776.5542999999597669 5062654.4148999992758036, 306776.7509000003337860 5062652.3184999991208315, 306778.7882999986177310 5062622.1956999991089106, 306779.1508999996585771 5062614.2297000000253320, 306779.2584999999962747 5062611.8646999988704920, 306778.9070999998366460 5062607.9489000001922250, 306777.7818999991286546 5062595.4130999986082315, 306773.8227000000188127 5062574.6311000008136034, 306770.3898999998928048 5062563.3239000001922250, 306766.4322999995201826 5062550.2886999994516373, 306751.5689000002457760 5062506.9445000011473894))"
