,incident_nb,quarter,Crime_nb,CATEGORIE_Infractions entrainant la mort,CATEGORIE_Introduction,CATEGORIE_Méfait,CATEGORIE_Vol dans / sur véhicule à moteur,CATEGORIE_Vol de véhicule à moteur,CATEGORIE_Vols qualifiés,Grid,Caserne,Count,Avg_ETAGE_HORS,Avg_ANNEE_CONS,Mode_CATEGORIE_LIBELLE_UT_Autres activités d'impression commerciale-Régulier,Mode_CATEGORIE_LIBELLE_UT_Immeuble commercial-Régulier,Mode_CATEGORIE_LIBELLE_UT_Logement-Condominium,Mode_CATEGORIE_LIBELLE_UT_Logement-Régulier,"Mode_CATEGORIE_LIBELLE_UT_Service de garderie (prématernelle, moins de 50 % de poupons)-Régulier",Avg_Pop__Densi,Avg_Income___T,Avg_Income___2,Avg_Income___3,Avg_Housing___,Avg_Education_
0,12,2015 Q1,11,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
1,12,2015 Q1,2,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
2,12,2015 Q1,3,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
3,12,2015 Q1,1,0,0,0,0,0,1,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
4,10,2015 Q2,6,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
5,10,2015 Q2,4,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
6,10,2015 Q2,9,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
7,10,2015 Q2,1,0,0,0,0,0,1,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
8,9,2015 Q3,6,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
9,9,2015 Q3,3,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
10,9,2015 Q3,6,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
11,13,2015 Q4,6,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
12,13,2015 Q4,2,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
13,13,2015 Q4,2,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
14,13,2015 Q4,1,0,0,0,0,1,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
15,13,2015 Q4,1,0,0,0,0,0,1,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
16,5,2016 Q1,2,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
17,5,2016 Q1,5,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
18,5,2016 Q1,1,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
19,6,2016 Q2,1,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
20,6,2016 Q2,6,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
21,6,2016 Q2,2,0,0,0,0,1,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
22,17,2016 Q3,4,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
23,17,2016 Q3,1,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
24,17,2016 Q3,3,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
25,17,2016 Q3,1,0,0,0,0,1,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
26,17,2016 Q3,1,0,0,0,0,0,1,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
27,10,2016 Q4,3,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
28,10,2016 Q4,1,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
29,10,2016 Q4,3,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
30,10,2016 Q4,3,0,0,0,0,1,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
31,10,2016 Q4,3,0,0,0,0,0,1,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
32,9,2017 Q1,6,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
33,9,2017 Q1,4,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
34,9,2017 Q1,2,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
35,9,2017 Q1,1,0,0,0,0,1,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
36,9,2017 Q1,1,0,0,0,0,0,1,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
37,10,2017 Q2,6,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
38,10,2017 Q2,5,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
39,10,2017 Q2,2,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
40,10,2017 Q2,1,0,0,0,0,1,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
41,13,2017 Q3,4,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
42,13,2017 Q3,4,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
43,13,2017 Q3,3,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
44,13,2017 Q3,1,0,0,0,0,0,1,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
45,12,2017 Q4,9,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
46,12,2017 Q4,3,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
47,12,2017 Q4,4,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
48,12,2017 Q4,1,0,0,0,0,0,1,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
49,11,2018 Q1,5,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
50,11,2018 Q1,3,0,0,0,0,0,1,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
51,12,2018 Q2,6,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
52,12,2018 Q2,3,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
53,12,2018 Q2,5,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
54,12,2018 Q2,2,0,0,0,0,1,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
55,7,2018 Q3,4,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
56,7,2018 Q3,4,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
57,7,2018 Q3,3,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
58,7,2018 Q3,2,0,0,0,0,1,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
59,6,2018 Q4,5,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
60,6,2018 Q4,2,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
61,6,2018 Q4,1,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
62,6,2018 Q4,2,0,0,0,0,1,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
63,15,2019 Q1,4,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
64,15,2019 Q1,2,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
65,15,2019 Q1,4,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
66,15,2019 Q1,3,0,0,0,0,1,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
67,11,2019 Q2,3,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
68,11,2019 Q2,5,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
69,11,2019 Q2,3,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
70,11,2019 Q2,2,0,0,0,0,1,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
71,7,2019 Q3,2,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
72,7,2019 Q3,2,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
73,7,2019 Q3,4,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
74,10,2019 Q4,3,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
75,10,2019 Q4,2,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
76,10,2019 Q4,2,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
77,12,2020 Q1,9,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
78,12,2020 Q1,1,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
79,12,2020 Q1,9,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
80,12,2020 Q1,2,0,0,0,0,1,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
81,14,2020 Q2,2,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
82,14,2020 Q2,4,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
83,14,2020 Q2,2,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
84,14,2020 Q2,3,0,0,0,0,1,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
85,14,2020 Q2,1,0,0,0,0,0,1,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
86,15,2020 Q3,6,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
87,15,2020 Q3,4,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
88,15,2020 Q3,6,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
89,15,2020 Q3,1,0,0,0,0,0,1,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
90,6,2020 Q4,6,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
91,6,2020 Q4,3,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
92,6,2020 Q4,4,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
93,6,2020 Q4,2,0,0,0,0,1,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
94,6,2020 Q4,2,0,0,0,0,0,1,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
95,9,2021 Q1,5,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
96,9,2021 Q1,4,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
97,9,2021 Q1,3,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
98,13,2021 Q2,4,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
99,13,2021 Q2,3,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
100,13,2021 Q2,1,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
101,15,2021 Q3,1,1,0,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
102,15,2021 Q3,2,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
103,15,2021 Q3,4,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
104,15,2021 Q3,1,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
105,15,2021 Q3,8,0,0,0,0,1,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
106,15,2021 Q4,3,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
107,15,2021 Q4,3,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
108,15,2021 Q4,3,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
109,15,2021 Q4,3,0,0,0,0,1,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
110,10,2022 Q1,2,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
111,10,2022 Q1,3,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
112,10,2022 Q1,3,0,0,0,0,1,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
113,6,2022 Q2,3,0,1,0,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
114,6,2022 Q2,3,0,0,1,0,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
115,6,2022 Q2,4,0,0,0,1,0,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
116,6,2022 Q2,3,0,0,0,0,1,0,Caserne 03 Grid0_1,Caserne 03,7,4,1985,0,0,1,0,0,11581.67,675,100,67.62,399,676.5
117,16,2015 Q1,3,0,1,0,0,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
118,16,2015 Q1,4,0,0,1,0,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
119,16,2015 Q1,8,0,0,0,1,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
120,16,2015 Q1,2,0,0,0,0,1,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
121,16,2015 Q1,1,0,0,0,0,0,1,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
122,12,2015 Q2,7,0,1,0,0,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
123,12,2015 Q2,6,0,0,1,0,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
124,12,2015 Q2,4,0,0,0,1,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
125,12,2015 Q2,3,0,0,0,0,1,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
126,12,2015 Q2,3,0,0,0,0,0,1,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
127,27,2015 Q3,4,0,1,0,0,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
128,27,2015 Q3,2,0,0,1,0,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
129,27,2015 Q3,1,0,0,0,1,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
130,27,2015 Q3,3,0,0,0,0,1,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
131,27,2015 Q3,1,0,0,0,0,0,1,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
132,16,2015 Q4,5,0,1,0,0,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
133,16,2015 Q4,6,0,0,1,0,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
134,16,2015 Q4,1,0,0,0,1,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
135,16,2015 Q4,4,0,0,0,0,1,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
136,16,2015 Q4,2,0,0,0,0,0,1,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
137,16,2016 Q1,6,0,1,0,0,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
138,16,2016 Q1,2,0,0,1,0,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
139,16,2016 Q1,4,0,0,0,1,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
140,16,2016 Q1,1,0,0,0,0,1,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
141,16,2016 Q1,1,0,0,0,0,0,1,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
142,17,2016 Q2,3,0,1,0,0,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
143,17,2016 Q2,5,0,0,1,0,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
144,17,2016 Q2,6,0,0,0,1,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
145,17,2016 Q2,2,0,0,0,0,1,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
146,17,2016 Q2,1,0,0,0,0,0,1,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
147,17,2016 Q3,3,0,1,0,0,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
148,17,2016 Q3,12,0,0,1,0,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
149,17,2016 Q3,4,0,0,0,1,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
150,17,2016 Q3,4,0,0,0,0,1,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
151,9,2016 Q4,7,0,1,0,0,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
152,9,2016 Q4,3,0,0,1,0,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
153,9,2016 Q4,4,0,0,0,1,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
154,9,2016 Q4,1,0,0,0,0,1,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
155,11,2017 Q1,2,0,1,0,0,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
156,11,2017 Q1,2,0,0,1,0,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
157,11,2017 Q1,7,0,0,0,1,0,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
158,11,2017 Q1,7,0,0,0,0,1,0,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
159,11,2017 Q1,4,0,0,0,0,0,1,Caserne 04 Grid2_1,Caserne 04,2,1,1956,0,0,0,0,1,12434.89583,520.4166667,100,65.25,258.125,521.4583333
