Key,Count,quarter
Caserne 43 Grid0_1,7,2015 Q2
Caserne 43 Grid0_1,9,2015 Q3
Caserne 43 Grid0_1,13,2015 Q4
Caserne 43 Grid0_1,8,2016 Q1
Caserne 43 Grid0_1,12,2016 Q2
Caserne 43 Grid0_1,20,2016 Q3
Caserne 43 Grid0_1,15,2016 Q4
Caserne 43 Grid0_1,16,2017 Q1
Caserne 43 Grid0_1,4,2017 Q2
Caserne 43 Grid0_1,14,2017 Q3
Caserne 43 Grid0_1,11,2017 Q4
Caserne 43 Grid0_1,9,2018 Q1
Caserne 43 Grid0_1,7,2018 Q2
Caserne 43 Grid0_1,15,2018 Q3
Caserne 43 Grid0_1,5,2018 Q4
Caserne 43 Grid0_1,3,2019 Q1
Caserne 43 Grid0_1,10,2019 Q2
Caserne 43 Grid0_1,9,2019 Q3
Caserne 43 Grid0_1,13,2019 Q4
Caserne 43 Grid0_1,12,2020 Q1
Caserne 43 Grid0_1,8,2020 Q2
Caserne 43 Grid0_1,9,2020 Q3
Caserne 43 Grid0_1,8,2020 Q4
Caserne 43 Grid0_1,13,2021 Q1
Caserne 43 Grid0_1,10,2021 Q2
Caserne 43 Grid0_1,12,2021 Q3
Caserne 43 Grid0_1,10,2021 Q4
Caserne 43 Grid0_1,5,2022 Q1
Caserne 43 Grid0_1,9,2022 Q2
Caserne 43 Grid0_2,21,2015 Q1
Caserne 43 Grid0_2,20,2015 Q2
Caserne 43 Grid0_2,16,2015 Q3
Caserne 43 Grid0_2,30,2015 Q4
Caserne 43 Grid0_2,23,2016 Q1
Caserne 43 Grid0_2,27,2016 Q2
Caserne 43 Grid0_2,25,2016 Q3
Caserne 43 Grid0_2,16,2016 Q4
Caserne 43 Grid0_2,23,2017 Q1
Caserne 43 Grid0_2,27,2017 Q2
Caserne 43 Grid0_2,27,2017 Q3
Caserne 43 Grid0_2,23,2017 Q4
Caserne 43 Grid0_2,20,2018 Q1
Caserne 43 Grid0_2,9,2018 Q2
Caserne 43 Grid0_2,30,2018 Q3
Caserne 43 Grid0_2,14,2018 Q4
Caserne 43 Grid0_2,11,2019 Q1
Caserne 43 Grid0_2,20,2019 Q2
Caserne 43 Grid0_2,8,2019 Q3
Caserne 43 Grid0_2,11,2019 Q4
Caserne 43 Grid0_2,14,2020 Q1
Caserne 43 Grid0_2,14,2020 Q2
Caserne 43 Grid0_2,16,2020 Q3
Caserne 43 Grid0_2,9,2020 Q4
Caserne 43 Grid0_2,7,2021 Q1
Caserne 43 Grid0_2,16,2021 Q2
Caserne 43 Grid0_2,14,2021 Q3
Caserne 43 Grid0_2,18,2021 Q4
Caserne 43 Grid0_2,8,2022 Q1
Caserne 43 Grid0_2,16,2022 Q2
Caserne 43 Grid0_3,2,2015 Q1
Caserne 43 Grid0_3,1,2015 Q3
Caserne 43 Grid0_3,2,2016 Q1
Caserne 43 Grid0_3,1,2016 Q2
Caserne 43 Grid0_3,3,2016 Q3
Caserne 43 Grid0_3,2,2016 Q4
Caserne 43 Grid0_3,4,2017 Q2
Caserne 43 Grid0_3,1,2017 Q4
Caserne 43 Grid0_3,1,2018 Q3
Caserne 43 Grid0_3,1,2019 Q1
Caserne 43 Grid0_3,3,2019 Q3
Caserne 43 Grid0_3,1,2019 Q4
Caserne 43 Grid0_3,1,2020 Q2
Caserne 43 Grid0_3,5,2020 Q3
Caserne 43 Grid0_3,1,2020 Q4
Caserne 43 Grid0_3,4,2021 Q1
Caserne 43 Grid0_3,1,2021 Q2
Caserne 43 Grid1_0,9,2015 Q1
Caserne 43 Grid1_0,4,2015 Q2
Caserne 43 Grid1_0,6,2015 Q3
Caserne 43 Grid1_0,14,2015 Q4
Caserne 43 Grid1_0,8,2016 Q1
Caserne 43 Grid1_0,8,2016 Q2
Caserne 43 Grid1_0,7,2016 Q3
Caserne 43 Grid1_0,10,2016 Q4
Caserne 43 Grid1_0,13,2017 Q1
Caserne 43 Grid1_0,4,2017 Q2
Caserne 43 Grid1_0,8,2017 Q3
Caserne 43 Grid1_0,3,2017 Q4
Caserne 43 Grid1_0,8,2018 Q1
Caserne 43 Grid1_0,8,2018 Q2
Caserne 43 Grid1_0,8,2018 Q3
Caserne 43 Grid1_0,9,2018 Q4
Caserne 43 Grid1_0,4,2019 Q1
Caserne 43 Grid1_0,3,2019 Q2
Caserne 43 Grid1_0,8,2019 Q3
Caserne 43 Grid1_0,11,2019 Q4
Caserne 43 Grid1_0,3,2020 Q1
Caserne 43 Grid1_0,7,2020 Q2
Caserne 43 Grid1_0,13,2020 Q3
Caserne 43 Grid1_0,3,2020 Q4
Caserne 43 Grid1_0,8,2021 Q1
Caserne 43 Grid1_0,13,2021 Q2
Caserne 43 Grid1_0,11,2021 Q3
Caserne 43 Grid1_0,14,2021 Q4
Caserne 43 Grid1_0,5,2022 Q1
Caserne 43 Grid1_0,4,2022 Q2
Caserne 43 Grid1_1,20,2015 Q1
Caserne 43 Grid1_1,23,2015 Q2
Caserne 43 Grid1_1,23,2015 Q3
Caserne 43 Grid1_1,20,2015 Q4
Caserne 43 Grid1_1,25,2016 Q1
Caserne 43 Grid1_1,17,2016 Q2
Caserne 43 Grid1_1,30,2016 Q3
Caserne 43 Grid1_1,18,2016 Q4
Caserne 43 Grid1_1,23,2017 Q1
Caserne 43 Grid1_1,21,2017 Q2
Caserne 43 Grid1_1,16,2017 Q3
Caserne 43 Grid1_1,28,2017 Q4
Caserne 43 Grid1_1,24,2018 Q1
Caserne 43 Grid1_1,11,2018 Q2
Caserne 43 Grid1_1,21,2018 Q3
Caserne 43 Grid1_1,14,2018 Q4
Caserne 43 Grid1_1,18,2019 Q1
Caserne 43 Grid1_1,23,2019 Q2
Caserne 43 Grid1_1,17,2019 Q3
Caserne 43 Grid1_1,12,2019 Q4
Caserne 43 Grid1_1,13,2020 Q1
Caserne 43 Grid1_1,11,2020 Q2
Caserne 43 Grid1_1,32,2020 Q3
Caserne 43 Grid1_1,34,2020 Q4
Caserne 43 Grid1_1,21,2021 Q1
Caserne 43 Grid1_1,27,2021 Q2
Caserne 43 Grid1_1,14,2021 Q3
Caserne 43 Grid1_1,21,2021 Q4
Caserne 43 Grid1_1,19,2022 Q1
Caserne 43 Grid1_1,12,2022 Q2
Caserne 43 Grid1_2,21,2015 Q1
Caserne 43 Grid1_2,12,2015 Q2
Caserne 43 Grid1_2,11,2015 Q3
Caserne 43 Grid1_2,17,2015 Q4
Caserne 43 Grid1_2,9,2016 Q1
Caserne 43 Grid1_2,11,2016 Q2
Caserne 43 Grid1_2,20,2016 Q3
Caserne 43 Grid1_2,15,2016 Q4
Caserne 43 Grid1_2,12,2017 Q1
Caserne 43 Grid1_2,11,2017 Q2
Caserne 43 Grid1_2,19,2017 Q3
Caserne 43 Grid1_2,15,2017 Q4
Caserne 43 Grid1_2,33,2018 Q1
Caserne 43 Grid1_2,14,2018 Q2
Caserne 43 Grid1_2,19,2018 Q3
Caserne 43 Grid1_2,13,2018 Q4
Caserne 43 Grid1_2,14,2019 Q1
Caserne 43 Grid1_2,7,2019 Q2
Caserne 43 Grid1_2,13,2019 Q3
Caserne 43 Grid1_2,9,2019 Q4
Caserne 43 Grid1_2,10,2020 Q1
Caserne 43 Grid1_2,5,2020 Q2
Caserne 43 Grid1_2,12,2020 Q3
Caserne 43 Grid1_2,12,2020 Q4
Caserne 43 Grid1_2,13,2021 Q1
Caserne 43 Grid1_2,13,2021 Q2
Caserne 43 Grid1_2,12,2021 Q3
Caserne 43 Grid1_2,15,2021 Q4
Caserne 43 Grid1_2,12,2022 Q1
Caserne 43 Grid1_2,15,2022 Q2
Caserne 43 Grid1_3,4,2015 Q1
Caserne 43 Grid1_3,1,2015 Q2
Caserne 43 Grid1_3,3,2015 Q3
Caserne 43 Grid1_3,4,2015 Q4
Caserne 43 Grid1_3,2,2016 Q1
Caserne 43 Grid1_3,3,2016 Q2
Caserne 43 Grid1_3,4,2016 Q3
Caserne 43 Grid1_3,3,2016 Q4
Caserne 43 Grid1_3,4,2017 Q1
Caserne 43 Grid1_3,11,2017 Q2
Caserne 43 Grid1_3,3,2017 Q3
Caserne 43 Grid1_3,5,2017 Q4
Caserne 43 Grid1_3,3,2018 Q1
Caserne 43 Grid1_3,5,2018 Q2
Caserne 43 Grid1_3,3,2018 Q3
Caserne 43 Grid1_3,3,2018 Q4
Caserne 43 Grid1_3,3,2019 Q1
Caserne 43 Grid1_3,2,2019 Q2
Caserne 43 Grid1_3,2,2019 Q3
Caserne 43 Grid1_3,2,2019 Q4
Caserne 43 Grid1_3,1,2020 Q1
Caserne 43 Grid1_3,1,2020 Q2
Caserne 43 Grid1_3,5,2020 Q3
Caserne 43 Grid1_3,4,2020 Q4
Caserne 43 Grid1_3,3,2021 Q1
Caserne 43 Grid1_3,2,2021 Q2
Caserne 43 Grid1_3,1,2021 Q3
Caserne 43 Grid1_3,5,2021 Q4
Caserne 43 Grid1_3,2,2022 Q1
Caserne 43 Grid2_1,7,2015 Q1
Caserne 43 Grid2_1,3,2015 Q2
Caserne 43 Grid2_1,3,2015 Q3
Caserne 43 Grid2_1,3,2015 Q4
Caserne 43 Grid2_1,3,2016 Q1
Caserne 43 Grid2_1,3,2016 Q2
Caserne 43 Grid2_1,2,2016 Q3
Caserne 43 Grid2_1,4,2016 Q4
Caserne 43 Grid2_1,2,2017 Q1
Caserne 43 Grid2_1,5,2017 Q2
Caserne 43 Grid2_1,1,2017 Q3
Caserne 43 Grid2_1,4,2017 Q4
Caserne 43 Grid2_1,4,2018 Q1
Caserne 43 Grid2_1,8,2018 Q2
Caserne 43 Grid2_1,3,2018 Q3
Caserne 43 Grid2_1,2,2018 Q4
Caserne 43 Grid2_1,1,2019 Q1
Caserne 43 Grid2_1,1,2019 Q2
Caserne 43 Grid2_1,1,2019 Q3
Caserne 43 Grid2_1,7,2019 Q4
Caserne 43 Grid2_1,4,2020 Q1
Caserne 43 Grid2_1,4,2020 Q2
Caserne 43 Grid2_1,3,2020 Q3
Caserne 43 Grid2_1,5,2020 Q4
Caserne 43 Grid2_1,3,2021 Q1
Caserne 43 Grid2_1,4,2021 Q2
Caserne 43 Grid2_1,7,2021 Q3
Caserne 43 Grid2_1,3,2021 Q4
Caserne 43 Grid2_1,5,2022 Q1
Caserne 43 Grid2_1,3,2022 Q2
Caserne 43 Grid2_2,1,2015 Q1
Caserne 43 Grid2_2,2,2015 Q3
Caserne 43 Grid2_2,2,2016 Q2
Caserne 43 Grid2_2,2,2016 Q3
Caserne 43 Grid2_2,2,2017 Q3
Caserne 43 Grid2_2,4,2018 Q3
Caserne 43 Grid2_2,3,2018 Q4
Caserne 43 Grid2_2,2,2019 Q1
Caserne 43 Grid2_2,1,2019 Q2
Caserne 43 Grid2_2,3,2019 Q3
Caserne 43 Grid2_2,1,2019 Q4
Caserne 43 Grid2_2,2,2020 Q2
Caserne 43 Grid2_2,3,2020 Q4
Caserne 43 Grid2_2,4,2021 Q2
Caserne 43 Grid2_2,1,2021 Q3
Caserne 43 Grid2_2,4,2021 Q4
Caserne 43 Grid2_3,11,2015 Q1
Caserne 43 Grid2_3,13,2015 Q2
Caserne 43 Grid2_3,13,2015 Q3
Caserne 43 Grid2_3,6,2015 Q4
Caserne 43 Grid2_3,14,2016 Q1
Caserne 43 Grid2_3,11,2016 Q2
Caserne 43 Grid2_3,9,2016 Q3
Caserne 43 Grid2_3,9,2016 Q4
Caserne 43 Grid2_3,14,2017 Q1
Caserne 43 Grid2_3,13,2017 Q2
Caserne 43 Grid2_3,11,2017 Q3
Caserne 43 Grid2_3,8,2017 Q4
Caserne 43 Grid2_3,17,2018 Q1
Caserne 43 Grid2_3,16,2018 Q2
Caserne 43 Grid2_3,2,2018 Q3
Caserne 43 Grid2_3,14,2018 Q4
Caserne 43 Grid2_3,6,2019 Q1
Caserne 43 Grid2_3,7,2019 Q2
Caserne 43 Grid2_3,9,2019 Q3
Caserne 43 Grid2_3,5,2019 Q4
Caserne 43 Grid2_3,8,2020 Q1
Caserne 43 Grid2_3,10,2020 Q2
Caserne 43 Grid2_3,13,2020 Q3
Caserne 43 Grid2_3,12,2020 Q4
Caserne 43 Grid2_3,5,2021 Q1
Caserne 43 Grid2_3,11,2021 Q2
Caserne 43 Grid2_3,8,2021 Q3
Caserne 43 Grid2_3,14,2021 Q4
Caserne 43 Grid2_3,7,2022 Q1
Caserne 43 Grid2_3,15,2022 Q2
Caserne 43 Grid3_3,4,2015 Q1
Caserne 43 Grid3_3,2,2015 Q2
Caserne 43 Grid3_3,1,2015 Q3
Caserne 43 Grid3_3,2,2015 Q4
Caserne 43 Grid3_3,2,2016 Q1
Caserne 43 Grid3_3,3,2016 Q2
Caserne 43 Grid3_3,6,2016 Q3
Caserne 43 Grid3_3,5,2016 Q4
Caserne 43 Grid3_3,3,2017 Q2
Caserne 43 Grid3_3,1,2017 Q3
Caserne 43 Grid3_3,2,2017 Q4
Caserne 43 Grid3_3,3,2018 Q1
Caserne 43 Grid3_3,3,2018 Q2
Caserne 43 Grid3_3,2,2018 Q3
Caserne 43 Grid3_3,4,2019 Q1
Caserne 43 Grid3_3,1,2019 Q2
Caserne 43 Grid3_3,1,2019 Q3
Caserne 43 Grid3_3,5,2020 Q2
Caserne 43 Grid3_3,3,2020 Q3
Caserne 43 Grid3_3,1,2020 Q4
Caserne 43 Grid3_3,2,2021 Q1
Caserne 43 Grid3_3,2,2021 Q3
Caserne 43 Grid3_3,8,2021 Q4
Caserne 43 Grid3_3,4,2022 Q1
Caserne 43 Grid3_3,4,2022 Q2
Caserne 44 Grid0_4,1,2015 Q2
Caserne 44 Grid0_4,1,2016 Q2
Caserne 44 Grid0_4,2,2017 Q4
Caserne 44 Grid0_4,1,2019 Q3
Caserne 44 Grid0_4,1,2021 Q2
Caserne 44 Grid0_5,3,2015 Q1
Caserne 44 Grid0_5,6,2015 Q2
Caserne 44 Grid0_5,4,2015 Q3
Caserne 44 Grid0_5,5,2015 Q4
Caserne 44 Grid0_5,9,2016 Q1
Caserne 44 Grid0_5,7,2016 Q2
Caserne 44 Grid0_5,9,2016 Q3
Caserne 44 Grid0_5,3,2016 Q4
Caserne 44 Grid0_5,8,2017 Q1
Caserne 44 Grid0_5,7,2017 Q2
Caserne 44 Grid0_5,5,2017 Q3
Caserne 44 Grid0_5,7,2017 Q4
Caserne 44 Grid0_5,4,2018 Q1
Caserne 44 Grid0_5,2,2018 Q2
Caserne 44 Grid0_5,10,2018 Q3
Caserne 44 Grid0_5,10,2018 Q4
Caserne 44 Grid0_5,4,2019 Q1
Caserne 44 Grid0_5,4,2019 Q2
Caserne 44 Grid0_5,7,2019 Q3
Caserne 44 Grid0_5,5,2019 Q4
Caserne 44 Grid0_5,3,2020 Q1
Caserne 44 Grid0_5,2,2020 Q2
Caserne 44 Grid0_5,4,2020 Q3
Caserne 44 Grid0_5,2,2020 Q4
Caserne 44 Grid0_5,2,2021 Q1
Caserne 44 Grid0_5,1,2021 Q2
Caserne 44 Grid0_5,2,2021 Q3
Caserne 44 Grid0_5,4,2021 Q4
Caserne 44 Grid0_5,2,2022 Q1
Caserne 44 Grid0_5,13,2022 Q2
Caserne 44 Grid0_6,1,2015 Q2
Caserne 44 Grid0_6,1,2015 Q3
Caserne 44 Grid0_6,3,2016 Q1
Caserne 44 Grid0_6,2,2016 Q4
Caserne 44 Grid0_6,1,2017 Q3
Caserne 44 Grid0_6,3,2017 Q4
Caserne 44 Grid0_6,2,2018 Q4
Caserne 44 Grid0_6,1,2019 Q2
Caserne 44 Grid0_6,1,2020 Q3
Caserne 44 Grid0_6,1,2021 Q3
Caserne 44 Grid0_6,1,2021 Q4
Caserne 44 Grid0_6,1,2022 Q1
Caserne 44 Grid1_4,8,2015 Q1
Caserne 44 Grid1_4,4,2015 Q2
Caserne 44 Grid1_4,5,2015 Q3
Caserne 44 Grid1_4,6,2015 Q4
Caserne 44 Grid1_4,8,2016 Q1
Caserne 44 Grid1_4,8,2016 Q2
Caserne 44 Grid1_4,7,2016 Q3
Caserne 44 Grid1_4,4,2016 Q4
Caserne 44 Grid1_4,9,2017 Q1
Caserne 44 Grid1_4,9,2017 Q2
Caserne 44 Grid1_4,5,2017 Q3
Caserne 44 Grid1_4,8,2017 Q4
Caserne 44 Grid1_4,6,2018 Q1
Caserne 44 Grid1_4,8,2018 Q2
Caserne 44 Grid1_4,4,2018 Q3
Caserne 44 Grid1_4,5,2018 Q4
Caserne 44 Grid1_4,4,2019 Q1
Caserne 44 Grid1_4,12,2019 Q2
Caserne 44 Grid1_4,3,2019 Q3
Caserne 44 Grid1_4,6,2019 Q4
Caserne 44 Grid1_4,1,2020 Q1
Caserne 44 Grid1_4,4,2020 Q2
Caserne 44 Grid1_4,5,2020 Q3
Caserne 44 Grid1_4,3,2020 Q4
Caserne 44 Grid1_4,1,2021 Q1
Caserne 44 Grid1_4,5,2021 Q2
Caserne 44 Grid1_4,7,2021 Q3
Caserne 44 Grid1_4,8,2021 Q4
Caserne 44 Grid1_4,7,2022 Q1
Caserne 44 Grid1_4,7,2022 Q2
Caserne 44 Grid1_5,8,2015 Q1
Caserne 44 Grid1_5,10,2015 Q2
Caserne 44 Grid1_5,6,2015 Q3
Caserne 44 Grid1_5,16,2015 Q4
Caserne 44 Grid1_5,9,2016 Q1
Caserne 44 Grid1_5,10,2016 Q2
Caserne 44 Grid1_5,12,2016 Q3
Caserne 44 Grid1_5,13,2016 Q4
Caserne 44 Grid1_5,7,2017 Q1
Caserne 44 Grid1_5,6,2017 Q2
Caserne 44 Grid1_5,13,2017 Q3
Caserne 44 Grid1_5,12,2017 Q4
Caserne 44 Grid1_5,5,2018 Q1
Caserne 44 Grid1_5,6,2018 Q2
Caserne 44 Grid1_5,12,2018 Q3
Caserne 44 Grid1_5,5,2018 Q4
Caserne 44 Grid1_5,2,2019 Q1
Caserne 44 Grid1_5,7,2019 Q2
Caserne 44 Grid1_5,5,2019 Q3
Caserne 44 Grid1_5,9,2019 Q4
Caserne 44 Grid1_5,5,2020 Q1
Caserne 44 Grid1_5,3,2020 Q2
Caserne 44 Grid1_5,4,2020 Q3
Caserne 44 Grid1_5,5,2020 Q4
Caserne 44 Grid1_5,1,2021 Q1
Caserne 44 Grid1_5,6,2021 Q2
Caserne 44 Grid1_5,10,2021 Q3
Caserne 44 Grid1_5,17,2021 Q4
Caserne 44 Grid1_5,10,2022 Q1
Caserne 44 Grid1_5,6,2022 Q2
Caserne 44 Grid1_6,6,2015 Q1
Caserne 44 Grid1_6,4,2015 Q2
Caserne 44 Grid1_6,5,2015 Q3
Caserne 44 Grid1_6,7,2015 Q4
Caserne 44 Grid1_6,3,2016 Q1
Caserne 44 Grid1_6,1,2016 Q2
Caserne 44 Grid1_6,4,2016 Q3
Caserne 44 Grid1_6,9,2016 Q4
Caserne 44 Grid1_6,6,2017 Q1
Caserne 44 Grid1_6,3,2017 Q2
Caserne 44 Grid1_6,3,2017 Q3
Caserne 44 Grid1_6,1,2017 Q4
Caserne 44 Grid1_6,4,2018 Q1
Caserne 44 Grid1_6,3,2018 Q2
Caserne 44 Grid1_6,5,2018 Q3
Caserne 44 Grid1_6,1,2018 Q4
Caserne 44 Grid1_6,2,2019 Q1
Caserne 44 Grid1_6,5,2019 Q2
Caserne 44 Grid1_6,2,2019 Q3
Caserne 44 Grid1_6,1,2019 Q4
Caserne 44 Grid1_6,2,2020 Q1
Caserne 44 Grid1_6,2,2020 Q3
Caserne 44 Grid1_6,4,2020 Q4
Caserne 44 Grid1_6,4,2021 Q1
Caserne 44 Grid1_6,4,2021 Q2
Caserne 44 Grid1_6,5,2021 Q3
Caserne 44 Grid1_6,7,2021 Q4
Caserne 44 Grid1_6,3,2022 Q1
Caserne 44 Grid1_6,1,2022 Q2
Caserne 44 Grid1_7,1,2018 Q2
Caserne 44 Grid1_7,1,2021 Q1
Caserne 44 Grid1_7,1,2021 Q2
Caserne 44 Grid1_7,1,2021 Q4
Caserne 44 Grid2_3,2,2015 Q1
Caserne 44 Grid2_3,1,2015 Q2
Caserne 44 Grid2_3,4,2015 Q3
Caserne 44 Grid2_3,4,2015 Q4
Caserne 44 Grid2_3,4,2016 Q1
Caserne 44 Grid2_3,2,2016 Q2
Caserne 44 Grid2_3,1,2016 Q3
Caserne 44 Grid2_3,1,2016 Q4
Caserne 44 Grid2_3,2,2017 Q1
Caserne 44 Grid2_3,2,2017 Q2
Caserne 44 Grid2_3,1,2017 Q3
Caserne 44 Grid2_3,5,2017 Q4
Caserne 44 Grid2_3,1,2018 Q1
Caserne 44 Grid2_3,7,2018 Q2
Caserne 44 Grid2_3,6,2018 Q3
Caserne 44 Grid2_3,3,2019 Q1
Caserne 44 Grid2_3,2,2019 Q2
Caserne 44 Grid2_3,2,2019 Q3
Caserne 44 Grid2_3,1,2019 Q4
Caserne 44 Grid2_3,3,2020 Q1
Caserne 44 Grid2_3,1,2020 Q2
Caserne 44 Grid2_3,4,2020 Q3
Caserne 44 Grid2_3,5,2020 Q4
Caserne 44 Grid2_3,3,2021 Q1
Caserne 44 Grid2_3,5,2021 Q3
Caserne 44 Grid2_3,1,2021 Q4
Caserne 44 Grid2_3,3,2022 Q1
Caserne 44 Grid2_3,2,2022 Q2
Caserne 44 Grid2_4,4,2015 Q1
Caserne 44 Grid2_4,18,2015 Q2
Caserne 44 Grid2_4,10,2015 Q3
Caserne 44 Grid2_4,11,2015 Q4
Caserne 44 Grid2_4,8,2016 Q1
Caserne 44 Grid2_4,12,2016 Q2
Caserne 44 Grid2_4,16,2016 Q3
Caserne 44 Grid2_4,9,2016 Q4
Caserne 44 Grid2_4,11,2017 Q1
Caserne 44 Grid2_4,5,2017 Q2
Caserne 44 Grid2_4,7,2017 Q3
Caserne 44 Grid2_4,7,2017 Q4
Caserne 44 Grid2_4,8,2018 Q1
Caserne 44 Grid2_4,11,2018 Q2
Caserne 44 Grid2_4,7,2018 Q3
Caserne 44 Grid2_4,10,2018 Q4
Caserne 44 Grid2_4,1,2019 Q1
Caserne 44 Grid2_4,7,2019 Q2
Caserne 44 Grid2_4,4,2019 Q3
Caserne 44 Grid2_4,6,2019 Q4
Caserne 44 Grid2_4,6,2020 Q1
Caserne 44 Grid2_4,4,2020 Q2
Caserne 44 Grid2_4,6,2020 Q3
Caserne 44 Grid2_4,5,2020 Q4
Caserne 44 Grid2_4,7,2021 Q1
Caserne 44 Grid2_4,10,2021 Q2
Caserne 44 Grid2_4,5,2021 Q3
Caserne 44 Grid2_4,11,2021 Q4
Caserne 44 Grid2_4,17,2022 Q1
Caserne 44 Grid2_4,10,2022 Q2
Caserne 44 Grid2_5,5,2015 Q1
Caserne 44 Grid2_5,5,2015 Q2
Caserne 44 Grid2_5,6,2015 Q3
Caserne 44 Grid2_5,16,2015 Q4
Caserne 44 Grid2_5,14,2016 Q1
Caserne 44 Grid2_5,7,2016 Q2
Caserne 44 Grid2_5,4,2016 Q3
Caserne 44 Grid2_5,3,2016 Q4
Caserne 44 Grid2_5,5,2017 Q1
Caserne 44 Grid2_5,5,2017 Q2
Caserne 44 Grid2_5,9,2017 Q3
Caserne 44 Grid2_5,12,2017 Q4
Caserne 44 Grid2_5,3,2018 Q1
Caserne 44 Grid2_5,2,2018 Q2
Caserne 44 Grid2_5,6,2018 Q3
Caserne 44 Grid2_5,11,2018 Q4
Caserne 44 Grid2_5,3,2019 Q1
Caserne 44 Grid2_5,4,2019 Q2
Caserne 44 Grid2_5,6,2019 Q3
Caserne 44 Grid2_5,10,2019 Q4
Caserne 44 Grid2_5,9,2020 Q1
Caserne 44 Grid2_5,4,2020 Q2
Caserne 44 Grid2_5,1,2020 Q3
Caserne 44 Grid2_5,3,2020 Q4
Caserne 44 Grid2_5,3,2021 Q1
Caserne 44 Grid2_5,1,2021 Q2
Caserne 44 Grid2_5,6,2021 Q3
Caserne 44 Grid2_5,4,2021 Q4
Caserne 44 Grid2_5,9,2022 Q1
Caserne 44 Grid2_5,4,2022 Q2
Caserne 44 Grid2_6,2,2015 Q1
Caserne 44 Grid2_6,17,2015 Q2
Caserne 44 Grid2_6,3,2015 Q3
Caserne 44 Grid2_6,5,2015 Q4
Caserne 44 Grid2_6,7,2016 Q1
Caserne 44 Grid2_6,10,2016 Q2
Caserne 44 Grid2_6,3,2016 Q3
Caserne 44 Grid2_6,9,2017 Q1
Caserne 44 Grid2_6,2,2017 Q2
Caserne 44 Grid2_6,3,2017 Q3
Caserne 44 Grid2_6,2,2017 Q4
Caserne 44 Grid2_6,4,2018 Q1
Caserne 44 Grid2_6,4,2018 Q2
Caserne 44 Grid2_6,13,2018 Q3
Caserne 44 Grid2_6,6,2018 Q4
Caserne 44 Grid2_6,2,2019 Q1
Caserne 44 Grid2_6,3,2019 Q2
Caserne 44 Grid2_6,3,2019 Q3
Caserne 44 Grid2_6,4,2019 Q4
Caserne 44 Grid2_6,5,2020 Q1
Caserne 44 Grid2_6,2,2020 Q2
Caserne 44 Grid2_6,4,2020 Q3
Caserne 44 Grid2_6,2,2020 Q4
Caserne 44 Grid2_6,4,2021 Q1
Caserne 44 Grid2_6,3,2021 Q2
Caserne 44 Grid2_6,6,2021 Q3
Caserne 44 Grid2_6,2,2021 Q4
Caserne 44 Grid2_6,2,2022 Q1
Caserne 44 Grid2_6,1,2022 Q2
Caserne 44 Grid3_2,1,2015 Q2
Caserne 44 Grid3_2,2,2017 Q1
Caserne 44 Grid3_3,3,2015 Q1
Caserne 44 Grid3_3,6,2015 Q2
Caserne 44 Grid3_3,4,2015 Q4
Caserne 44 Grid3_3,3,2016 Q1
Caserne 44 Grid3_3,3,2016 Q2
Caserne 44 Grid3_3,5,2016 Q3
Caserne 44 Grid3_3,2,2016 Q4
Caserne 44 Grid3_3,4,2017 Q1
Caserne 44 Grid3_3,1,2017 Q2
Caserne 44 Grid3_3,5,2017 Q3
Caserne 44 Grid3_3,5,2017 Q4
Caserne 44 Grid3_3,4,2018 Q1
Caserne 44 Grid3_3,5,2018 Q2
Caserne 44 Grid3_3,2,2018 Q3
Caserne 44 Grid3_3,5,2018 Q4
Caserne 44 Grid3_3,3,2019 Q1
Caserne 44 Grid3_3,7,2019 Q2
Caserne 44 Grid3_3,3,2019 Q4
Caserne 44 Grid3_3,2,2020 Q2
Caserne 44 Grid3_3,3,2020 Q3
Caserne 44 Grid3_3,2,2020 Q4
Caserne 44 Grid3_3,3,2021 Q1
Caserne 44 Grid3_3,3,2021 Q2
Caserne 44 Grid3_3,5,2021 Q3
Caserne 44 Grid3_3,2,2021 Q4
Caserne 44 Grid3_3,3,2022 Q1
Caserne 44 Grid3_3,3,2022 Q2
Caserne 44 Grid3_4,2,2015 Q1
Caserne 44 Grid3_4,4,2015 Q2
Caserne 44 Grid3_4,6,2015 Q3
Caserne 44 Grid3_4,6,2015 Q4
Caserne 44 Grid3_4,4,2016 Q1
Caserne 44 Grid3_4,7,2016 Q2
Caserne 44 Grid3_4,11,2016 Q3
Caserne 44 Grid3_4,9,2016 Q4
Caserne 44 Grid3_4,6,2017 Q1
Caserne 44 Grid3_4,4,2017 Q2
Caserne 44 Grid3_4,7,2017 Q3
Caserne 44 Grid3_4,6,2017 Q4
Caserne 44 Grid3_4,4,2018 Q1
Caserne 44 Grid3_4,4,2018 Q2
Caserne 44 Grid3_4,5,2018 Q3
Caserne 44 Grid3_4,7,2018 Q4
Caserne 44 Grid3_4,4,2019 Q1
Caserne 44 Grid3_4,11,2019 Q2
Caserne 44 Grid3_4,11,2019 Q3
Caserne 44 Grid3_4,3,2019 Q4
Caserne 44 Grid3_4,7,2020 Q1
Caserne 44 Grid3_4,10,2020 Q2
Caserne 44 Grid3_4,9,2020 Q3
Caserne 44 Grid3_4,5,2020 Q4
Caserne 44 Grid3_4,4,2021 Q1
Caserne 44 Grid3_4,7,2021 Q2
