Key,Count,quarter
Caserne 18 Grid1_3,21,2017 Q1
Caserne 18 Grid1_3,9,2017 Q2
Caserne 18 Grid1_3,26,2017 Q3
Caserne 18 Grid1_3,15,2017 Q4
Caserne 18 Grid1_3,16,2018 Q1
Caserne 18 Grid1_3,21,2018 Q2
Caserne 18 Grid1_3,21,2018 Q3
Caserne 18 Grid1_3,16,2018 Q4
Caserne 18 Grid1_3,15,2019 Q1
Caserne 18 Grid1_3,13,2019 Q2
Caserne 18 Grid1_3,15,2019 Q3
Caserne 18 Grid1_3,30,2019 Q4
Caserne 18 Grid1_3,24,2020 Q1
Caserne 18 Grid1_3,14,2020 Q2
Caserne 18 Grid1_3,12,2020 Q3
Caserne 18 Grid1_3,19,2020 Q4
Caserne 18 Grid1_3,18,2021 Q1
Caserne 18 Grid1_3,18,2021 Q2
Caserne 18 Grid1_3,14,2021 Q3
Caserne 18 Grid1_3,20,2021 Q4
Caserne 18 Grid1_3,32,2022 Q1
Caserne 18 Grid1_3,31,2022 Q2
Caserne 18 Grid1_4,3,2015 Q3
Caserne 18 Grid1_4,3,2015 Q4
Caserne 18 Grid1_4,2,2016 Q1
Caserne 18 Grid1_4,2,2016 Q2
Caserne 18 Grid1_4,2,2017 Q2
Caserne 18 Grid1_4,1,2017 Q3
Caserne 18 Grid1_4,1,2018 Q4
Caserne 18 Grid1_4,1,2019 Q3
Caserne 18 Grid1_4,12,2019 Q4
Caserne 18 Grid1_4,6,2020 Q1
Caserne 18 Grid1_4,1,2020 Q2
Caserne 18 Grid1_4,3,2020 Q3
Caserne 18 Grid1_4,2,2021 Q1
Caserne 18 Grid1_4,4,2021 Q2
Caserne 18 Grid1_4,1,2021 Q3
Caserne 18 Grid1_4,2,2021 Q4
Caserne 18 Grid1_4,1,2022 Q1
Caserne 18 Grid1_4,5,2022 Q2
Caserne 18 Grid2_1,10,2015 Q1
Caserne 18 Grid2_1,8,2015 Q2
Caserne 18 Grid2_1,5,2015 Q3
Caserne 18 Grid2_1,10,2015 Q4
Caserne 18 Grid2_1,10,2016 Q1
Caserne 18 Grid2_1,4,2016 Q2
Caserne 18 Grid2_1,8,2016 Q3
Caserne 18 Grid2_1,2,2016 Q4
Caserne 18 Grid2_1,3,2017 Q1
Caserne 18 Grid2_1,4,2017 Q2
Caserne 18 Grid2_1,10,2017 Q3
Caserne 18 Grid2_1,5,2017 Q4
Caserne 18 Grid2_1,6,2018 Q1
Caserne 18 Grid2_1,2,2018 Q2
Caserne 18 Grid2_1,3,2018 Q3
Caserne 18 Grid2_1,4,2018 Q4
Caserne 18 Grid2_1,8,2019 Q1
Caserne 18 Grid2_1,7,2019 Q2
Caserne 18 Grid2_1,3,2019 Q3
Caserne 18 Grid2_1,5,2019 Q4
Caserne 18 Grid2_1,8,2020 Q1
Caserne 18 Grid2_1,5,2020 Q2
Caserne 18 Grid2_1,13,2020 Q3
Caserne 18 Grid2_1,5,2020 Q4
Caserne 18 Grid2_1,4,2021 Q1
Caserne 18 Grid2_1,4,2021 Q2
Caserne 18 Grid2_1,5,2021 Q3
Caserne 18 Grid2_1,7,2021 Q4
Caserne 18 Grid2_1,8,2022 Q1
Caserne 18 Grid2_1,5,2022 Q2
Caserne 18 Grid2_2,13,2015 Q1
Caserne 18 Grid2_2,4,2015 Q2
Caserne 18 Grid2_2,6,2015 Q3
Caserne 18 Grid2_2,11,2015 Q4
Caserne 18 Grid2_2,9,2016 Q1
Caserne 18 Grid2_2,7,2016 Q2
Caserne 18 Grid2_2,7,2016 Q3
Caserne 18 Grid2_2,5,2016 Q4
Caserne 18 Grid2_2,11,2017 Q1
Caserne 18 Grid2_2,8,2017 Q2
Caserne 18 Grid2_2,12,2017 Q3
Caserne 18 Grid2_2,16,2017 Q4
Caserne 18 Grid2_2,6,2018 Q1
Caserne 18 Grid2_2,14,2018 Q2
Caserne 18 Grid2_2,7,2018 Q3
Caserne 18 Grid2_2,12,2018 Q4
Caserne 18 Grid2_2,11,2019 Q1
Caserne 18 Grid2_2,12,2019 Q2
Caserne 18 Grid2_2,9,2019 Q3
Caserne 18 Grid2_2,10,2019 Q4
Caserne 18 Grid2_2,10,2020 Q1
Caserne 18 Grid2_2,7,2020 Q2
Caserne 18 Grid2_2,1,2020 Q3
Caserne 18 Grid2_2,6,2020 Q4
Caserne 18 Grid2_2,6,2021 Q1
Caserne 18 Grid2_2,2,2021 Q2
Caserne 18 Grid2_2,8,2021 Q3
Caserne 18 Grid2_2,14,2021 Q4
Caserne 18 Grid2_2,13,2022 Q1
Caserne 18 Grid2_2,9,2022 Q2
Caserne 19 Grid0_0,11,2015 Q1
Caserne 19 Grid0_0,19,2015 Q2
Caserne 19 Grid0_0,40,2015 Q3
Caserne 19 Grid0_0,28,2015 Q4
Caserne 19 Grid0_0,27,2016 Q1
Caserne 19 Grid0_0,50,2016 Q2
Caserne 19 Grid0_0,54,2016 Q3
Caserne 19 Grid0_0,56,2016 Q4
Caserne 19 Grid0_0,26,2017 Q1
Caserne 19 Grid0_0,24,2017 Q2
Caserne 19 Grid0_0,29,2017 Q3
Caserne 19 Grid0_0,36,2017 Q4
Caserne 19 Grid0_0,16,2018 Q1
Caserne 19 Grid0_0,13,2018 Q2
Caserne 19 Grid0_0,36,2018 Q3
Caserne 19 Grid0_0,25,2018 Q4
Caserne 19 Grid0_0,24,2019 Q1
Caserne 19 Grid0_0,22,2019 Q2
Caserne 19 Grid0_0,31,2019 Q3
Caserne 19 Grid0_0,33,2019 Q4
Caserne 19 Grid0_0,21,2020 Q1
Caserne 19 Grid0_0,15,2020 Q2
Caserne 19 Grid0_0,28,2020 Q3
Caserne 19 Grid0_0,35,2020 Q4
Caserne 19 Grid0_0,27,2021 Q1
Caserne 19 Grid0_0,20,2021 Q2
Caserne 19 Grid0_0,35,2021 Q3
Caserne 19 Grid0_0,30,2021 Q4
Caserne 19 Grid0_0,35,2022 Q1
Caserne 19 Grid0_0,34,2022 Q2
Caserne 19 Grid0_1,31,2015 Q1
Caserne 19 Grid0_1,39,2015 Q2
Caserne 19 Grid0_1,65,2015 Q3
Caserne 19 Grid0_1,52,2015 Q4
Caserne 19 Grid0_1,25,2016 Q1
Caserne 19 Grid0_1,46,2016 Q2
Caserne 19 Grid0_1,47,2016 Q3
Caserne 19 Grid0_1,65,2016 Q4
Caserne 19 Grid0_1,47,2017 Q1
Caserne 19 Grid0_1,62,2017 Q2
Caserne 19 Grid0_1,52,2017 Q3
Caserne 19 Grid0_1,51,2017 Q4
Caserne 19 Grid0_1,26,2018 Q1
Caserne 19 Grid0_1,38,2018 Q2
Caserne 19 Grid0_1,42,2018 Q3
Caserne 19 Grid0_1,44,2018 Q4
Caserne 19 Grid0_1,30,2019 Q1
Caserne 19 Grid0_1,40,2019 Q2
Caserne 19 Grid0_1,35,2019 Q3
Caserne 19 Grid0_1,48,2019 Q4
Caserne 19 Grid0_1,37,2020 Q1
Caserne 19 Grid0_1,42,2020 Q2
Caserne 19 Grid0_1,28,2020 Q3
Caserne 19 Grid0_1,29,2020 Q4
Caserne 19 Grid0_1,20,2021 Q1
Caserne 19 Grid0_1,33,2021 Q2
Caserne 19 Grid0_1,51,2021 Q3
Caserne 19 Grid0_1,43,2021 Q4
Caserne 19 Grid0_1,42,2022 Q1
Caserne 19 Grid0_1,55,2022 Q2
Caserne 19 Grid0_2,37,2015 Q1
Caserne 19 Grid0_2,33,2015 Q2
Caserne 19 Grid0_2,41,2015 Q3
Caserne 19 Grid0_2,39,2015 Q4
Caserne 19 Grid0_2,33,2016 Q1
Caserne 19 Grid0_2,36,2016 Q2
Caserne 19 Grid0_2,47,2016 Q3
Caserne 19 Grid0_2,46,2016 Q4
Caserne 19 Grid0_2,36,2017 Q1
Caserne 19 Grid0_2,63,2017 Q2
Caserne 19 Grid0_2,61,2017 Q3
Caserne 19 Grid0_2,34,2017 Q4
Caserne 19 Grid0_2,27,2018 Q1
Caserne 19 Grid0_2,28,2018 Q2
Caserne 19 Grid0_2,30,2018 Q3
Caserne 19 Grid0_2,31,2018 Q4
Caserne 19 Grid0_2,21,2019 Q1
Caserne 19 Grid0_2,42,2019 Q2
Caserne 19 Grid0_2,35,2019 Q3
Caserne 19 Grid0_2,37,2019 Q4
Caserne 19 Grid0_2,29,2020 Q1
Caserne 19 Grid0_2,28,2020 Q2
Caserne 19 Grid0_2,41,2020 Q3
Caserne 19 Grid0_2,29,2020 Q4
Caserne 19 Grid0_2,33,2021 Q1
Caserne 19 Grid0_2,44,2021 Q2
Caserne 19 Grid0_2,36,2021 Q3
Caserne 19 Grid0_2,40,2021 Q4
Caserne 19 Grid0_2,30,2022 Q1
Caserne 19 Grid0_2,36,2022 Q2
Caserne 19 Grid1_0,15,2015 Q1
Caserne 19 Grid1_0,17,2015 Q2
Caserne 19 Grid1_0,16,2015 Q3
Caserne 19 Grid1_0,13,2015 Q4
Caserne 19 Grid1_0,19,2016 Q1
Caserne 19 Grid1_0,14,2016 Q2
Caserne 19 Grid1_0,22,2016 Q3
Caserne 19 Grid1_0,23,2016 Q4
Caserne 19 Grid1_0,13,2017 Q1
Caserne 19 Grid1_0,19,2017 Q2
Caserne 19 Grid1_0,28,2017 Q3
Caserne 19 Grid1_0,23,2017 Q4
Caserne 19 Grid1_0,13,2018 Q1
Caserne 19 Grid1_0,13,2018 Q2
Caserne 19 Grid1_0,20,2018 Q3
Caserne 19 Grid1_0,22,2018 Q4
Caserne 19 Grid1_0,20,2019 Q1
Caserne 19 Grid1_0,18,2019 Q2
Caserne 19 Grid1_0,15,2019 Q3
Caserne 19 Grid1_0,27,2019 Q4
Caserne 19 Grid1_0,18,2020 Q1
Caserne 19 Grid1_0,20,2020 Q2
Caserne 19 Grid1_0,12,2020 Q3
Caserne 19 Grid1_0,21,2020 Q4
Caserne 19 Grid1_0,8,2021 Q1
Caserne 19 Grid1_0,14,2021 Q2
Caserne 19 Grid1_0,23,2021 Q3
Caserne 19 Grid1_0,18,2021 Q4
Caserne 19 Grid1_0,21,2022 Q1
Caserne 19 Grid1_0,15,2022 Q2
Caserne 19 Grid1_1,24,2015 Q1
Caserne 19 Grid1_1,27,2015 Q2
Caserne 19 Grid1_1,21,2015 Q3
Caserne 19 Grid1_1,34,2015 Q4
Caserne 19 Grid1_1,22,2016 Q1
Caserne 19 Grid1_1,25,2016 Q2
Caserne 19 Grid1_1,43,2016 Q3
Caserne 19 Grid1_1,41,2016 Q4
Caserne 19 Grid1_1,26,2017 Q1
Caserne 19 Grid1_1,29,2017 Q2
Caserne 19 Grid1_1,35,2017 Q3
Caserne 19 Grid1_1,24,2017 Q4
Caserne 19 Grid1_1,21,2018 Q1
Caserne 19 Grid1_1,25,2018 Q2
Caserne 19 Grid1_1,27,2018 Q3
Caserne 19 Grid1_1,28,2018 Q4
Caserne 19 Grid1_1,15,2019 Q1
Caserne 19 Grid1_1,24,2019 Q2
Caserne 19 Grid1_1,40,2019 Q3
Caserne 19 Grid1_1,31,2019 Q4
Caserne 19 Grid1_1,27,2020 Q1
Caserne 19 Grid1_1,19,2020 Q2
Caserne 19 Grid1_1,30,2020 Q3
Caserne 19 Grid1_1,37,2020 Q4
Caserne 19 Grid1_1,19,2021 Q1
Caserne 19 Grid1_1,34,2021 Q2
Caserne 19 Grid1_1,61,2021 Q3
Caserne 19 Grid1_1,44,2021 Q4
Caserne 19 Grid1_1,33,2022 Q1
Caserne 19 Grid1_1,33,2022 Q2
Caserne 19 Grid1_2,1,2015 Q1
Caserne 19 Grid1_2,7,2015 Q2
Caserne 19 Grid1_2,6,2015 Q3
Caserne 19 Grid1_2,2,2015 Q4
Caserne 19 Grid1_2,4,2016 Q1
Caserne 19 Grid1_2,3,2016 Q2
Caserne 19 Grid1_2,8,2016 Q3
Caserne 19 Grid1_2,3,2016 Q4
Caserne 19 Grid1_2,3,2017 Q1
Caserne 19 Grid1_2,6,2017 Q2
Caserne 19 Grid1_2,7,2017 Q3
Caserne 19 Grid1_2,2,2017 Q4
Caserne 19 Grid1_2,5,2018 Q1
Caserne 19 Grid1_2,6,2018 Q2
Caserne 19 Grid1_2,4,2018 Q3
Caserne 19 Grid1_2,7,2018 Q4
Caserne 19 Grid1_2,5,2019 Q2
Caserne 19 Grid1_2,3,2019 Q3
Caserne 19 Grid1_2,8,2019 Q4
Caserne 19 Grid1_2,10,2020 Q1
Caserne 19 Grid1_2,5,2020 Q2
Caserne 19 Grid1_2,9,2020 Q3
Caserne 19 Grid1_2,2,2020 Q4
Caserne 19 Grid1_2,2,2021 Q1
Caserne 19 Grid1_2,2,2021 Q2
Caserne 19 Grid1_2,7,2021 Q3
Caserne 19 Grid1_2,2,2021 Q4
Caserne 19 Grid1_2,3,2022 Q1
Caserne 19 Grid1_2,5,2022 Q2
Caserne 19 Grid2_1,5,2018 Q3
Caserne 19 Grid2_2,7,2015 Q2
Caserne 19 Grid2_2,10,2015 Q3
Caserne 19 Grid2_2,1,2015 Q4
Caserne 19 Grid2_2,4,2016 Q2
Caserne 19 Grid2_2,10,2016 Q3
Caserne 19 Grid2_2,5,2016 Q4
Caserne 19 Grid2_2,1,2017 Q1
Caserne 19 Grid2_2,1,2017 Q2
Caserne 19 Grid2_2,5,2017 Q3
Caserne 19 Grid2_2,3,2017 Q4
Caserne 19 Grid2_2,3,2018 Q2
Caserne 19 Grid2_2,5,2018 Q3
Caserne 19 Grid2_2,3,2018 Q4
Caserne 19 Grid2_2,1,2019 Q3
Caserne 19 Grid2_2,1,2019 Q4
Caserne 19 Grid2_2,2,2020 Q3
Caserne 19 Grid2_2,1,2020 Q4
Caserne 19 Grid2_2,2,2021 Q2
Caserne 19 Grid2_2,1,2021 Q3
Caserne 19 Grid2_2,1,2022 Q2
Caserne 19 Grid2_3,1,2015 Q1
Caserne 19 Grid2_3,3,2015 Q2
Caserne 19 Grid2_3,13,2015 Q3
Caserne 19 Grid2_3,2,2015 Q4
Caserne 19 Grid2_3,1,2016 Q2
Caserne 19 Grid2_3,3,2016 Q3
Caserne 19 Grid2_3,4,2016 Q4
Caserne 19 Grid2_3,2,2017 Q2
Caserne 19 Grid2_3,8,2017 Q3
Caserne 19 Grid2_3,3,2017 Q4
Caserne 19 Grid2_3,3,2018 Q2
Caserne 19 Grid2_3,11,2018 Q3
Caserne 19 Grid2_3,4,2019 Q2
Caserne 19 Grid2_3,4,2019 Q3
Caserne 19 Grid2_3,1,2019 Q4
Caserne 19 Grid2_3,1,2020 Q1
Caserne 19 Grid2_3,4,2020 Q3
Caserne 19 Grid2_3,8,2021 Q3
Caserne 19 Grid2_3,2,2021 Q4
Caserne 19 Grid3_3,5,2015 Q1
Caserne 19 Grid3_3,3,2015 Q2
Caserne 19 Grid3_3,7,2015 Q3
Caserne 19 Grid3_3,2,2015 Q4
Caserne 19 Grid3_3,3,2016 Q1
Caserne 19 Grid3_3,5,2016 Q2
Caserne 19 Grid3_3,5,2016 Q3
Caserne 19 Grid3_3,6,2016 Q4
Caserne 19 Grid3_3,5,2017 Q1
Caserne 19 Grid3_3,5,2017 Q3
Caserne 19 Grid3_3,1,2017 Q4
Caserne 19 Grid3_3,5,2018 Q1
Caserne 19 Grid3_3,4,2018 Q2
Caserne 19 Grid3_3,4,2018 Q3
Caserne 19 Grid3_3,3,2018 Q4
Caserne 19 Grid3_3,2,2019 Q1
Caserne 19 Grid3_3,3,2019 Q2
Caserne 19 Grid3_3,6,2019 Q3
Caserne 19 Grid3_3,6,2019 Q4
Caserne 19 Grid3_3,3,2020 Q1
Caserne 19 Grid3_3,1,2021 Q2
Caserne 19 Grid3_3,2,2021 Q3
Caserne 19 Grid3_3,1,2022 Q1
Caserne 19 Grid3_3,1,2022 Q2
Caserne 19 Grid3_4,1,2021 Q3
Caserne 20 Grid0_0,35,2015 Q1
Caserne 20 Grid0_0,38,2015 Q2
Caserne 20 Grid0_0,33,2015 Q3
Caserne 20 Grid0_0,42,2015 Q4
Caserne 20 Grid0_0,30,2016 Q1
Caserne 20 Grid0_0,31,2016 Q2
Caserne 20 Grid0_0,61,2016 Q3
Caserne 20 Grid0_0,51,2016 Q4
Caserne 20 Grid0_0,36,2017 Q1
Caserne 20 Grid0_0,49,2017 Q2
Caserne 20 Grid0_0,73,2017 Q3
Caserne 20 Grid0_0,39,2017 Q4
Caserne 20 Grid0_0,30,2018 Q1
Caserne 20 Grid0_0,36,2018 Q2
Caserne 20 Grid0_0,50,2018 Q3
Caserne 20 Grid0_0,37,2018 Q4
Caserne 20 Grid0_0,32,2019 Q1
Caserne 20 Grid0_0,38,2019 Q2
Caserne 20 Grid0_0,38,2019 Q3
Caserne 20 Grid0_0,60,2019 Q4
Caserne 20 Grid0_0,33,2020 Q1
Caserne 20 Grid0_0,22,2020 Q2
Caserne 20 Grid0_0,43,2020 Q3
Caserne 20 Grid0_0,21,2020 Q4
Caserne 20 Grid0_0,23,2021 Q1
Caserne 20 Grid0_0,35,2021 Q2
Caserne 20 Grid0_0,51,2021 Q3
Caserne 20 Grid0_0,36,2021 Q4
Caserne 20 Grid0_0,22,2022 Q1
Caserne 20 Grid0_0,26,2022 Q2
Caserne 20 Grid0_1,45,2015 Q1
Caserne 20 Grid0_1,39,2015 Q2
Caserne 20 Grid0_1,83,2015 Q3
Caserne 20 Grid0_1,75,2015 Q4
Caserne 20 Grid0_1,49,2016 Q1
Caserne 20 Grid0_1,64,2016 Q2
Caserne 20 Grid0_1,100,2016 Q3
Caserne 20 Grid0_1,90,2016 Q4
Caserne 20 Grid0_1,77,2017 Q1
Caserne 20 Grid0_1,69,2017 Q2
Caserne 20 Grid0_1,52,2017 Q3
Caserne 20 Grid0_1,59,2017 Q4
Caserne 20 Grid0_1,83,2018 Q1
Caserne 20 Grid0_1,53,2018 Q2
Caserne 20 Grid0_1,75,2018 Q3
Caserne 20 Grid0_1,109,2018 Q4
Caserne 20 Grid0_1,68,2019 Q1
Caserne 20 Grid0_1,44,2019 Q2
Caserne 20 Grid0_1,76,2019 Q3
Caserne 20 Grid0_1,74,2019 Q4
Caserne 20 Grid0_1,41,2020 Q1
Caserne 20 Grid0_1,20,2020 Q2
Caserne 20 Grid0_1,31,2020 Q3
Caserne 20 Grid0_1,41,2020 Q4
Caserne 20 Grid0_1,39,2021 Q1
Caserne 20 Grid0_1,64,2021 Q2
Caserne 20 Grid0_1,85,2021 Q3
Caserne 20 Grid0_1,76,2021 Q4
Caserne 20 Grid0_1,46,2022 Q1
Caserne 20 Grid0_1,59,2022 Q2
Caserne 20 Grid0_2,25,2015 Q1
Caserne 20 Grid0_2,52,2015 Q2
Caserne 20 Grid0_2,80,2015 Q3
Caserne 20 Grid0_2,61,2015 Q4
Caserne 20 Grid0_2,48,2016 Q1
Caserne 20 Grid0_2,54,2016 Q2
Caserne 20 Grid0_2,45,2016 Q3
Caserne 20 Grid0_2,66,2016 Q4
Caserne 20 Grid0_2,37,2017 Q1
Caserne 20 Grid0_2,48,2017 Q2
Caserne 20 Grid0_2,48,2017 Q3
Caserne 20 Grid0_2,30,2017 Q4
Caserne 20 Grid0_2,61,2018 Q1
Caserne 20 Grid0_2,35,2018 Q2
Caserne 20 Grid0_2,52,2018 Q3
Caserne 20 Grid0_2,54,2018 Q4
Caserne 20 Grid0_2,47,2019 Q1
Caserne 20 Grid0_2,40,2019 Q2
Caserne 20 Grid0_2,32,2019 Q3
Caserne 20 Grid0_2,53,2019 Q4
Caserne 20 Grid0_2,18,2020 Q1
Caserne 20 Grid0_2,10,2020 Q2
Caserne 20 Grid0_2,28,2020 Q3
Caserne 20 Grid0_2,7,2020 Q4
Caserne 20 Grid0_2,16,2021 Q1
Caserne 20 Grid0_2,68,2021 Q2
Caserne 20 Grid0_2,52,2021 Q3
Caserne 20 Grid0_2,49,2021 Q4
Caserne 20 Grid0_2,31,2022 Q1
Caserne 20 Grid0_2,45,2022 Q2
Caserne 20 Grid1_0,9,2015 Q1
Caserne 20 Grid1_0,8,2015 Q2
Caserne 20 Grid1_0,28,2015 Q3
Caserne 20 Grid1_0,9,2015 Q4
Caserne 20 Grid1_0,5,2016 Q1
Caserne 20 Grid1_0,14,2016 Q2
Caserne 20 Grid1_0,15,2016 Q3
Caserne 20 Grid1_0,8,2016 Q4
Caserne 20 Grid1_0,7,2017 Q1
Caserne 20 Grid1_0,18,2017 Q2
Caserne 20 Grid1_0,15,2017 Q3
Caserne 20 Grid1_0,20,2017 Q4
Caserne 20 Grid1_0,8,2018 Q1
Caserne 20 Grid1_0,10,2018 Q2
Caserne 20 Grid1_0,15,2018 Q3
Caserne 20 Grid1_0,10,2018 Q4
Caserne 20 Grid1_0,9,2019 Q1
Caserne 20 Grid1_0,11,2019 Q2
Caserne 20 Grid1_0,7,2019 Q3
Caserne 20 Grid1_0,13,2019 Q4
Caserne 20 Grid1_0,10,2020 Q1
Caserne 20 Grid1_0,6,2020 Q2
Caserne 20 Grid1_0,9,2020 Q3
Caserne 20 Grid1_0,15,2020 Q4
Caserne 20 Grid1_0,6,2021 Q1
Caserne 20 Grid1_0,8,2021 Q2
Caserne 20 Grid1_0,16,2021 Q3
Caserne 20 Grid1_0,15,2021 Q4
Caserne 20 Grid1_0,7,2022 Q1
Caserne 20 Grid1_0,11,2022 Q2
Caserne 20 Grid1_1,25,2015 Q1
Caserne 20 Grid1_1,32,2015 Q2
Caserne 20 Grid1_1,46,2015 Q3
Caserne 20 Grid1_1,30,2015 Q4
Caserne 20 Grid1_1,23,2016 Q1
Caserne 20 Grid1_1,21,2016 Q2
Caserne 20 Grid1_1,37,2016 Q3
Caserne 20 Grid1_1,31,2016 Q4
Caserne 20 Grid1_1,31,2017 Q1
Caserne 20 Grid1_1,29,2017 Q2
Caserne 20 Grid1_1,39,2017 Q3
Caserne 20 Grid1_1,43,2017 Q4
Caserne 20 Grid1_1,28,2018 Q1
Caserne 20 Grid1_1,34,2018 Q2
Caserne 20 Grid1_1,29,2018 Q3
Caserne 20 Grid1_1,28,2018 Q4
Caserne 20 Grid1_1,25,2019 Q1
Caserne 20 Grid1_1,27,2019 Q2
Caserne 20 Grid1_1,26,2019 Q3
Caserne 20 Grid1_1,21,2019 Q4
Caserne 20 Grid1_1,24,2020 Q1
Caserne 20 Grid1_1,15,2020 Q2
Caserne 20 Grid1_1,33,2020 Q3
Caserne 20 Grid1_1,18,2020 Q4
Caserne 20 Grid1_1,18,2021 Q1
Caserne 20 Grid1_1,28,2021 Q2
Caserne 20 Grid1_1,35,2021 Q3
Caserne 20 Grid1_1,21,2021 Q4
Caserne 20 Grid1_1,26,2022 Q1
Caserne 20 Grid1_1,34,2022 Q2
Caserne 20 Grid1_2,4,2015 Q1
Caserne 20 Grid1_2,10,2015 Q2
Caserne 20 Grid1_2,15,2015 Q3
Caserne 20 Grid1_2,8,2015 Q4
Caserne 20 Grid1_2,8,2016 Q1
Caserne 20 Grid1_2,10,2016 Q2
Caserne 20 Grid1_2,11,2016 Q3
Caserne 20 Grid1_2,5,2016 Q4
Caserne 20 Grid1_2,5,2017 Q1
Caserne 20 Grid1_2,14,2017 Q2
Caserne 20 Grid1_2,16,2017 Q3
Caserne 20 Grid1_2,2,2017 Q4
Caserne 20 Grid1_2,11,2018 Q1
Caserne 20 Grid1_2,12,2018 Q2
Caserne 20 Grid1_2,11,2018 Q3
Caserne 20 Grid1_2,6,2018 Q4
Caserne 20 Grid1_2,4,2019 Q1
Caserne 20 Grid1_2,10,2019 Q2
Caserne 20 Grid1_2,16,2019 Q3
Caserne 20 Grid1_2,3,2019 Q4
Caserne 20 Grid1_2,6,2020 Q1
Caserne 20 Grid1_2,2,2020 Q2
Caserne 20 Grid1_2,3,2020 Q3
Caserne 20 Grid1_2,5,2020 Q4
Caserne 20 Grid1_2,8,2021 Q1
Caserne 20 Grid1_2,1,2021 Q2
Caserne 20 Grid1_2,15,2021 Q3
Caserne 20 Grid1_2,3,2021 Q4
Caserne 20 Grid1_2,3,2022 Q1
Caserne 20 Grid1_2,9,2022 Q2
Caserne 20 Grid1_3,1,2015 Q2
Caserne 20 Grid1_3,1,2015 Q3
Caserne 20 Grid1_3,1,2015 Q4
Caserne 20 Grid1_3,2,2016 Q4
Caserne 20 Grid1_3,2,2017 Q2
Caserne 20 Grid1_3,3,2017 Q3
Caserne 20 Grid1_3,1,2017 Q4
Caserne 20 Grid1_3,1,2018 Q1
Caserne 20 Grid1_3,1,2018 Q4
Caserne 20 Grid1_3,2,2020 Q3
Caserne 20 Grid1_3,1,2021 Q3
Caserne 20 Grid1_3,3,2021 Q4
Caserne 20 Grid1_3,3,2022 Q1
Caserne 20 Grid1_3,1,2022 Q2
Caserne 21 Grid0_1,1,2015 Q2
Caserne 21 Grid0_1,2,2015 Q3
Caserne 21 Grid0_1,1,2015 Q4
Caserne 21 Grid0_1,1,2016 Q2
Caserne 21 Grid0_1,1,2017 Q1
Caserne 21 Grid0_1,1,2017 Q3
Caserne 21 Grid0_1,1,2017 Q4
Caserne 21 Grid0_1,1,2018 Q4
Caserne 21 Grid0_1,1,2020 Q4
Caserne 21 Grid0_1,1,2021 Q2
Caserne 21 Grid0_1,1,2021 Q4
Caserne 21 Grid0_1,4,2022 Q2
Caserne 21 Grid0_2,9,2015 Q1
Caserne 21 Grid0_2,6,2015 Q2
Caserne 21 Grid0_2,2,2015 Q3
Caserne 21 Grid0_2,4,2015 Q4
Caserne 21 Grid0_2,5,2016 Q2
Caserne 21 Grid0_2,4,2016 Q3
Caserne 21 Grid0_2,5,2016 Q4
Caserne 21 Grid0_2,4,2017 Q1
Caserne 21 Grid0_2,2,2017 Q2
Caserne 21 Grid0_2,14,2017 Q3
Caserne 21 Grid0_2,5,2017 Q4
Caserne 21 Grid0_2,4,2018 Q1
Caserne 21 Grid0_2,6,2018 Q2
Caserne 21 Grid0_2,4,2018 Q3
Caserne 21 Grid0_2,6,2018 Q4
Caserne 21 Grid0_2,4,2019 Q1
Caserne 21 Grid0_2,2,2019 Q2
Caserne 21 Grid0_2,6,2019 Q3
Caserne 21 Grid0_2,4,2019 Q4
Caserne 21 Grid0_2,1,2020 Q1
Caserne 21 Grid0_2,2,2020 Q2
Caserne 21 Grid0_2,5,2020 Q3
Caserne 21 Grid0_2,6,2020 Q4
Caserne 21 Grid0_2,6,2021 Q1
Caserne 21 Grid0_2,5,2021 Q2
Caserne 21 Grid0_2,14,2021 Q3
Caserne 21 Grid0_2,9,2021 Q4
Caserne 21 Grid0_2,6,2022 Q1
Caserne 21 Grid0_2,6,2022 Q2
Caserne 21 Grid0_3,2,2015 Q1
Caserne 21 Grid0_3,3,2015 Q2
Caserne 21 Grid0_3,4,2015 Q3
Caserne 21 Grid0_3,1,2015 Q4
Caserne 21 Grid0_3,1,2016 Q1
Caserne 21 Grid0_3,2,2016 Q2
Caserne 21 Grid0_3,2,2016 Q3
Caserne 21 Grid0_3,2,2016 Q4
Caserne 21 Grid0_3,2,2017 Q2
Caserne 21 Grid0_3,3,2017 Q3
Caserne 21 Grid0_3,1,2017 Q4
Caserne 21 Grid0_3,3,2018 Q3
Caserne 21 Grid0_3,1,2018 Q4
Caserne 21 Grid0_3,3,2019 Q1
Caserne 21 Grid0_3,3,2019 Q2
Caserne 21 Grid0_3,3,2019 Q3
Caserne 21 Grid0_3,2,2020 Q1
Caserne 21 Grid0_3,2,2020 Q2
Caserne 21 Grid0_3,3,2020 Q3
Caserne 21 Grid0_3,2,2020 Q4
Caserne 21 Grid0_3,2,2021 Q1
Caserne 21 Grid0_3,4,2021 Q3
Caserne 21 Grid0_3,3,2021 Q4
Caserne 21 Grid0_3,2,2022 Q1
Caserne 21 Grid1_0,1,2016 Q1
Caserne 21 Grid1_0,1,2016 Q2
Caserne 21 Grid1_0,1,2018 Q1
Caserne 21 Grid1_0,1,2020 Q4
Caserne 21 Grid1_0,3,2021 Q3
