NOM_CAS_AD,NO_CAS_ADM,OBJECTID,AreaSqKm,CentroidX,CentroidY,GridName,Key,GEO_UID,DA_NAME,Population,Pop__Densi,Appart_in_,Income___T,Income___2,Income___3,Housing___,Education_,DAUID,PRUID,PRNAME,CDUID,CDNAME,CDTYPE,CCSUID,CCSNAME,CSDUID,CSDNAME,CSDTYPE,ERUID,ERNAME,SACCODE,SACTYPE,CMAUID,CMAPUID,CMANAME,CMATYPE,CTUID,CTNAME,ADAUID
Caserne 35,35,306,3.084351,-73.671706,45.551598,Grid1_1,Caserne 35 Grid1_1,24662535,2535,496,5193.7,0,390,100,73.7,225,355,24662535,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620280.00,0280.00,24660095
Caserne 35,35,306,3.084351,-73.671706,45.551598,Grid1_1,Caserne 35 Grid1_1,24662533,2533,388,19497.5,0,360,100,61.3,260,350,24662533,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620280.00,0280.00,24660095
Caserne 35,35,306,3.084351,-73.671706,45.551598,Grid1_1,Caserne 35 Grid1_1,24662526,2526,531,7254.1,90,475,100,70.7,315,510,24662526,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620279.00,0279.00,24660095
Caserne 35,35,306,3.084351,-73.671706,45.551598,Grid1_1,Caserne 35 Grid1_1,24662532,2532,418,8260.9,0,325,100,73.6,195,330,24662532,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620279.00,0279.00,24660095
Caserne 35,35,306,3.084351,-73.671706,45.551598,Grid1_1,Caserne 35 Grid1_1,24662528,2528,1418,6375.9,395,810,100,36.7,550,785,24662528,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620279.00,0279.00,24660095
Caserne 35,35,306,3.084351,-73.671706,45.551598,Grid1_1,Caserne 35 Grid1_1,24662527,2527,474,8389.4,120,400,100,72.3,240,370,24662527,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620279.00,0279.00,24660095
Caserne 35,35,306,3.084351,-73.671706,45.551598,Grid1_1,Caserne 35 Grid1_1,24662534,2534,491,9025.7,0,385,100,74,205,380,24662534,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620280.00,0280.00,24660095
Caserne 35,35,306,3.084351,-73.671706,45.551598,Grid1_1,Caserne 35 Grid1_1,24662530,2530,578,5898,0,510,100,66.3,275,520,24662530,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620279.00,0279.00,24660095
Caserne 35,35,306,3.084351,-73.671706,45.551598,Grid1_1,Caserne 35 Grid1_1,24662531,2531,575,5424.5,0,485,100,72.3,280,540,24662531,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620279.00,0279.00,24660095
Caserne 35,35,306,3.084351,-73.671706,45.551598,Grid1_1,Caserne 35 Grid1_1,24662529,2529,732,3087.3,70,635,100,62.3,440,625,24662529,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620279.00,0279.00,24660095
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24663364,3364,708,3918.1,130,600,100,58.9,320,615,24663364,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620128.00,0128.00,24660132
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24663362,3362,885,377.2,100,785,100,61.8,460,810,24663362,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620128.00,0128.00,24660132
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24662143,2143,359,3505.9,10,330,100,59.8,160,365,24662143,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466032,Westmount,V,2440,Montréal,462,1,462,24462,Montréal,B,4620351.00,0351.00,24660161
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24663369,3369,674,10290.1,290,605,100,72.2,390,595,24663369,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620065.02,0065.02,24660155
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24663365,3365,934,5087.1,485,860,100,35.7,545,890,24663365,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620128.00,0128.00,24660132
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24662142,2142,785,26520.3,450,720,100,26.7,460,730,24662142,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466032,Westmount,V,2440,Montréal,462,1,462,24462,Montréal,B,4620351.00,0351.00,24660161
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24663368,3368,1500,39370.1,790,1400,100,72.8,900,1315,24663368,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620065.02,0065.02,24660155
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24663438,3438,902,6438.3,185,760,100,65.7,500,740,24663438,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620066.02,0066.02,24660149
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24663366,3366,659,27344.4,5,635,100,73.4,380,670,24663366,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620065.02,0065.02,24660155
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24662140,2140,807,32804.9,535,785,100,60.5,595,750,24662140,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620066.02,0066.02,24660149
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24663367,3367,809,45965.9,425,750,100,65,495,790,24663367,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620065.02,0065.02,24660155
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24661080,1080,1329,106320,815,1240,100,53,860,1290,24661080,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620065.01,0065.01,24660155
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24661081,1081,643,36742.9,370,610,100,74.3,430,590,24661081,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620065.01,0065.01,24660155
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24662141,2141,504,31500,280,475,100,61.6,400,520,24662141,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620066.02,0066.02,24660149
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24661082,1082,846,65076.9,440,795,100,66.9,475,815,24661082,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620066.01,0066.01,24660149
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24661093,1093,432,17007.9,170,395,100,56.2,225,420,24661093,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620065.01,0065.01,24660155
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24661103,1103,485,19795.9,290,470,100,68,330,495,24661103,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620129.01,0129.01,24660132
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24661094,1094,920,71875,520,880,100,70.6,590,985,24661094,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620065.01,0065.01,24660155
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24661087,1087,599,14900.5,275,585,100,70.3,430,590,24661087,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620065.01,0065.01,24660155
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24663242,3242,1857,135547.4,1115,1705,100,67.9,1110,1675,24663242,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620065.01,0065.01,24660155
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24663243,3243,1103,74527,555,1035,100,54.9,605,910,24663243,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620065.01,0065.01,24660155
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24663363,3363,964,3285.6,255,880,100,61.4,445,870,24663363,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620128.00,0128.00,24660132
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24661099,1099,373,13087.7,105,335,100,66,170,285,24661099,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620129.01,0129.01,24660132
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24663246,3246,1356,31756.4,820,1260,100,52.4,865,1320,24663246,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620129.01,0129.01,24660132
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24661102,1102,909,12857.1,300,855,100,38.3,505,865,24661102,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620129.01,0129.01,24660132
Caserne 10,10,307,2.647915,-73.588684,45.496274,Grid1_1,Caserne 10 Grid1_1,24661104,1104,1446,6626.9,690,1360,100,74.8,865,1445,24661104,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620064.00,0064.00,24660149
Caserne 48,48,313,2.275725,-73.548756,45.550524,Grid1_1,Caserne 48 Grid1_1,24661769,1769,332,16767.7,0,290,100,78.8,185,265,24661769,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620029.00,0029.00,24660072
Caserne 48,48,313,2.275725,-73.548756,45.550524,Grid1_1,Caserne 48 Grid1_1,24661768,1768,485,7238.8,10,415,100,78.3,260,425,24661768,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620029.00,0029.00,24660072
Caserne 48,48,313,2.275725,-73.548756,45.550524,Grid1_1,Caserne 48 Grid1_1,24661767,1767,1222,11887.2,0,1090,100,85.6,775,1150,24661767,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620014.01,0014.01,24660060
Caserne 48,48,313,2.275725,-73.548756,45.550524,Grid1_1,Caserne 48 Grid1_1,24662054,2054,736,8411.4,5,650,100,76.7,425,645,24662054,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620014.01,0014.01,24660060
Caserne 48,48,313,2.275725,-73.548756,45.550524,Grid1_1,Caserne 48 Grid1_1,24661760,1760,415,16938.8,0,375,100,75.5,265,420,24661760,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620026.00,0026.00,24660074
Caserne 48,48,313,2.275725,-73.548756,45.550524,Grid1_1,Caserne 48 Grid1_1,24661761,1761,779,15096.9,0,700,100,79.8,410,635,24661761,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620026.00,0026.00,24660074
Caserne 48,48,313,2.275725,-73.548756,45.550524,Grid1_1,Caserne 48 Grid1_1,24661765,1765,906,12851.1,65,805,100,80.2,555,770,24661765,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620026.00,0026.00,24660074
Caserne 48,48,313,2.275725,-73.548756,45.550524,Grid1_1,Caserne 48 Grid1_1,24661762,1762,572,12626.9,0,510,100,78.4,295,470,24661762,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620025.00,0025.00,24660074
Caserne 48,48,313,2.275725,-73.548756,45.550524,Grid1_1,Caserne 48 Grid1_1,24661764,1764,480,13913,0,295,100,66.2,150,280,24661764,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620025.00,0025.00,24660074
Caserne 48,48,313,2.275725,-73.548756,45.550524,Grid1_1,Caserne 48 Grid1_1,24661741,1741,542,17597.4,0,475,100,75.5,280,460,24661741,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620025.00,0025.00,24660074
Caserne 48,48,313,2.275725,-73.548756,45.550524,Grid1_1,Caserne 48 Grid1_1,24661740,1740,443,12657.1,0,375,100,79.4,230,385,24661740,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620025.00,0025.00,24660074
Caserne 48,48,313,2.275725,-73.548756,45.550524,Grid1_1,Caserne 48 Grid1_1,24661766,1766,866,11159.8,5,725,100,76.6,455,760,24661766,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620019.00,0019.00,24660066
Caserne 48,48,313,2.275725,-73.548756,45.550524,Grid1_1,Caserne 48 Grid1_1,24662065,2065,568,5720,0,495,100,75.4,375,535,24662065,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620018.00,0018.00,24660066
Caserne 48,48,313,2.275725,-73.548756,45.550524,Grid1_1,Caserne 48 Grid1_1,24662066,2066,1107,5004.5,20,965,100,79.9,635,920,24662066,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620014.01,0014.01,24660060
Caserne 48,48,313,2.275725,-73.548756,45.550524,Grid1_1,Caserne 48 Grid1_1,24661738,1738,659,10280.8,130,595,100,58.6,415,610,24661738,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620019.00,0019.00,24660066
Caserne 48,48,313,2.275725,-73.548756,45.550524,Grid1_1,Caserne 48 Grid1_1,24661736,1736,535,9780.6,40,445,100,74.5,270,400,24661736,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620018.00,0018.00,24660066
Caserne 67,67,308,3.75952,-73.54816,45.46033,Grid1_1,Caserne 67 Grid1_1,24661230,1230,1101,5897.2,80,875,100,79.4,430,830,24661230,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620317.04,0317.04,24660188
Caserne 67,67,308,3.75952,-73.54816,45.46033,Grid1_1,Caserne 67 Grid1_1,24661232,1232,1304,9961.8,375,975,100,64.8,575,1010,24661232,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620317.04,0317.04,24660188
Caserne 67,67,308,3.75952,-73.54816,45.46033,Grid1_1,Caserne 67 Grid1_1,24661228,1228,502,5756.9,115,405,100,79.2,235,430,24661228,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620317.03,0317.03,24660167
Caserne 67,67,308,3.75952,-73.54816,45.46033,Grid1_1,Caserne 67 Grid1_1,24661226,1226,811,6306.4,235,700,100,69.2,425,630,24661226,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620317.03,0317.03,24660167
Caserne 67,67,308,3.75952,-73.54816,45.46033,Grid1_1,Caserne 67 Grid1_1,24661227,1227,1477,7016.6,115,1170,100,78.5,630,1180,24661227,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620317.03,0317.03,24660167
Caserne 67,67,308,3.75952,-73.54816,45.46033,Grid1_1,Caserne 67 Grid1_1,24663255,3255,1764,13213.5,865,1520,100,61.5,1010,1530,24663255,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620317.02,0317.02,24660167
Caserne 67,67,308,3.75952,-73.54816,45.46033,Grid1_1,Caserne 67 Grid1_1,24661233,1233,745,8900.8,0,585,100,69.6,345,570,24661233,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620317.04,0317.04,24660188
Caserne 67,67,308,3.75952,-73.54816,45.46033,Grid1_1,Caserne 67 Grid1_1,24661234,1234,395,9777.2,125,345,100,62.9,210,355,24661234,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620317.02,0317.02,24660167
Caserne 67,67,308,3.75952,-73.54816,45.46033,Grid1_1,Caserne 67 Grid1_1,24661229,1229,1167,12388.5,0,885,100,74,445,885,24661229,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620317.02,0317.02,24660167
Caserne 67,67,308,3.75952,-73.54816,45.46033,Grid1_1,Caserne 67 Grid1_1,24661237,1237,91,5723.3,0,80,,,35,85,24661237,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620317.02,0317.02,24660167
Caserne 67,67,308,3.75952,-73.54816,45.46033,Grid1_1,Caserne 67 Grid1_1,24663254,3254,1810,8178.9,985,1705,100,41.7,1025,1670,24663254,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620317.02,0317.02,24660167
Caserne 67,67,308,3.75952,-73.54816,45.46033,Grid1_1,Caserne 67 Grid1_1,24661240,1240,2392,3181.3,650,1790,100,76.7,1015,1785,24661240,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620317.02,0317.02,24660167
Caserne 67,67,308,3.75952,-73.54816,45.46033,Grid1_1,Caserne 67 Grid1_1,24661241,1241,310,7277,0,250,100,83,115,235,24661241,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620317.02,0317.02,24660167
Caserne 75,75,314,3.81911,-73.608671,45.515633,Grid1_1,Caserne 75 Grid1_1,24661299,1299,894,1509.6,,,,,165,265,24661299,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620126.00,0126.00,24660146
Caserne 75,75,314,3.81911,-73.608671,45.515633,Grid1_1,Caserne 75 Grid1_1,24661407,1407,653,9731.7,165,485,100,70.1,265,470,24661407,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620361.00,0361.00,24660133
Caserne 75,75,314,3.81911,-73.608671,45.515633,Grid1_1,Caserne 75 Grid1_1,24661410,1410,480,24615.4,35,450,100,66.7,230,415,24661410,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620126.00,0126.00,24660146
Caserne 75,75,314,3.81911,-73.608671,45.515633,Grid1_1,Caserne 75 Grid1_1,24661408,1408,439,22746.1,210,380,100,70.9,195,310,24661408,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620361.00,0361.00,24660133
Caserne 75,75,314,3.81911,-73.608671,45.515633,Grid1_1,Caserne 75 Grid1_1,24661409,1409,528,2728.7,0,405,100,67.9,180,385,24661409,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620360.00,0360.00,24660133
Caserne 75,75,314,3.81911,-73.608671,45.515633,Grid1_1,Caserne 75 Grid1_1,24661412,1412,234,254.5,0,190,,,75,200,24661412,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620360.00,0360.00,24660133
Caserne 75,75,314,3.81911,-73.608671,45.515633,Grid1_1,Caserne 75 Grid1_1,24661399,1399,440,2977,0,370,100,65.1,160,355,24661399,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620362.00,0362.00,24660133
Caserne 75,75,314,3.81911,-73.608671,45.515633,Grid1_1,Caserne 75 Grid1_1,24661355,1355,606,6644.7,30,485,100,76.8,255,525,24661355,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620366.00,0366.00,24660130
Caserne 75,75,314,3.81911,-73.608671,45.515633,Grid1_1,Caserne 75 Grid1_1,24661398,1398,489,8016.4,0,385,100,67.2,215,435,24661398,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620366.00,0366.00,24660130
Caserne 75,75,314,3.81911,-73.608671,45.515633,Grid1_1,Caserne 75 Grid1_1,24661397,1397,399,3270.5,0,330,100,64.1,170,390,24661397,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620362.00,0362.00,24660133
Caserne 75,75,314,3.81911,-73.608671,45.515633,Grid1_1,Caserne 75 Grid1_1,24661356,1356,536,9520.4,0,410,100,74.4,205,405,24661356,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620366.00,0366.00,24660130
Caserne 75,75,314,3.81911,-73.608671,45.515633,Grid1_1,Caserne 75 Grid1_1,24661411,1411,505,3817.1,0,375,100,68.2,145,345,24661411,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620360.00,0360.00,24660133
Caserne 75,75,314,3.81911,-73.608671,45.515633,Grid1_1,Caserne 75 Grid1_1,24661357,1357,526,13662.3,0,400,100,69.4,255,395,24661357,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620366.00,0366.00,24660130
Caserne 75,75,314,3.81911,-73.608671,45.515633,Grid1_1,Caserne 75 Grid1_1,24661396,1396,595,9097.9,0,455,100,66.1,210,455,24661396,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620362.00,0362.00,24660133
Caserne 75,75,314,3.81911,-73.608671,45.515633,Grid1_1,Caserne 75 Grid1_1,24661395,1395,464,8754.7,0,315,100,66.1,165,340,24661395,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620362.00,0362.00,24660133
Caserne 75,75,314,3.81911,-73.608671,45.515633,Grid1_1,Caserne 75 Grid1_1,24661386,1386,390,5555.6,35,260,100,67.1,130,290,24661386,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620363.00,0363.00,24660127
Caserne 75,75,314,3.81911,-73.608671,45.515633,Grid1_1,Caserne 75 Grid1_1,24662113,2113,468,3453.9,0,365,100,63,155,390,24662113,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620362.00,0362.00,24660133
Caserne 75,75,314,3.81911,-73.608671,45.515633,Grid1_1,Caserne 75 Grid1_1,24661413,1413,656,3642.4,20,540,100,75.4,245,550,24661413,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620360.00,0360.00,24660133
Caserne 75,75,314,3.81911,-73.608671,45.515633,Grid1_1,Caserne 75 Grid1_1,24661385,1385,617,9100.3,0,405,100,61.6,170,445,24661385,24,Quebec / Québec,2466,Montréal,TÉ,2466023,Montréal,2466023,Montréal,V,2440,Montréal,462,1,462,24462,Montréal,B,4620363.00,0363.00,24660127
